,Id_IE,Nombre_IE,Correo_IE,Telefono_IE,Descrip_IE,Estado_IE,Tipo_IE
1262,4a154e86-74f4-11ed-be5f-0242ac1c000c,Universidad Mariano Español,mariano.español@hotmail.com,0914474336,Nemo occaecati veritatis vitae amet a quisquam nisi.,Inactivo,Rural
1263,4a154f4e-74f4-11ed-be5f-0242ac1c000c,Instituto Blas Pareja,blas.pareja@hotmail.com,0928548099,Ipsum alias explicabo. Voluptate animi aliquid voluptatum autem unde enim.,Inactivo,Urbano
1264,4a154fd0-74f4-11ed-be5f-0242ac1c000c,Universidad Eusebio Baños,eusebio.baños@hotmail.com,0950932841,Dolor vel iure corporis dolor hic.,Activo,Rural
1265,4a155052-74f4-11ed-be5f-0242ac1c000c,Universidad Iván Cabrero,iván.cabrero@hotmail.com,0983826123,Ullam adipisci rem. Saepe dignissimos consequuntur porro magni.,Activo,Rural
1266,4a1550ca-74f4-11ed-be5f-0242ac1c000c,Instituto Humberto Perales,humberto.perales@hotmail.com,0986512686,Reprehenderit laudantium incidunt ipsum sequi sequi. Aspernatur delectus ex natus perspiciatis.,Activo,Urbano
1267,4a155142-74f4-11ed-be5f-0242ac1c000c,Instituto Filomena Borja,filomena.borja@hotmail.com,0993820755,Quasi reprehenderit provident tempore molestiae accusamus architecto. Ipsam rem iste quasi modi nobis aliquam id. Reiciendis illo aspernatur praesentium dignissimos id odio laborum.,Inactivo,Urbano
1268,4a1551c4-74f4-11ed-be5f-0242ac1c000c,Universidad Marita Ferrer,marita.ferrer@hotmail.com,0952729147,Tenetur delectus voluptatum tempore. Dicta dolores nostrum nesciunt sequi architecto. Deserunt repellendus nostrum optio iusto.,Activo,Rural
1269,4a15523c-74f4-11ed-be5f-0242ac1c000c,Instituto Luisa Bru,luisa.bru@hotmail.com,0909822091,Sequi iste perspiciatis dolor ipsum velit quasi. Aspernatur nisi voluptatibus sint debitis. Quidem commodi ut blanditiis.,Inactivo,Rural
1270,4a15537c-74f4-11ed-be5f-0242ac1c000c,Instituto Modesta Madrid,modesta.madrid@hotmail.com,0942164518,Minima eaque delectus veritatis. Dolor similique quae exercitationem occaecati. Voluptates recusandae harum totam accusamus hic maiores illo.,Activo,Rural
1271,4a155444-74f4-11ed-be5f-0242ac1c000c,Universidad Miguela Pascual,miguela.pascual@hotmail.com,0996569010,Temporibus est libero ut nisi. Facilis dolor nobis iure.,Inactivo,Rural
1272,4a1554ee-74f4-11ed-be5f-0242ac1c000c,Universidad Cayetano Lluch,cayetano.lluch@hotmail.com,0932301036,Est rerum ipsum dicta quis. Quaerat accusantium deleniti harum perferendis.,Activo,Urbano
1273,4a155584-74f4-11ed-be5f-0242ac1c000c,Universidad Juan Pujol,juan.pujol@hotmail.com,0974926014,Culpa doloremque impedit soluta delectus quos. Minus ipsum omnis delectus.,Inactivo,Urbano
1274,4a155624-74f4-11ed-be5f-0242ac1c000c,Instituto Paola Figuerola,paola.figuerola@hotmail.com,0920334991,Totam corrupti fugit ex optio vel porro. Nihil error delectus laboriosam at veniam. Ab in nulla quos.,Inactivo,Rural
1275,4a1556ba-74f4-11ed-be5f-0242ac1c000c,Instituto Francisco Jose Briones,francisco jose.briones@hotmail.com,0944847470,A vitae maxime. Quisquam expedita nulla animi. Laboriosam veniam odit deserunt quos.,Activo,Rural
1276,4a155750-74f4-11ed-be5f-0242ac1c000c,Instituto Chema Vargas,chema.vargas@hotmail.com,0979488833,Tempora neque officia perspiciatis. Earum doloremque eligendi temporibus.,Activo,Rural
1277,4a1557dc-74f4-11ed-be5f-0242ac1c000c,Instituto Maximino Pont,maximino.pont@hotmail.com,0982505092,Est harum architecto commodi a.,Activo,Urbano
1278,4a15587c-74f4-11ed-be5f-0242ac1c000c,Universidad Isa Benavent,isa.benavent@hotmail.com,0904494243,Suscipit cupiditate quidem quibusdam veritatis veritatis consectetur. Est quidem commodi voluptas ipsum repellat consectetur ut. Amet quos nesciunt beatae aperiam accusamus at.,Activo,Urbano
1279,4a15591c-74f4-11ed-be5f-0242ac1c000c,Instituto Jose Miguel Casanovas,jose miguel.casanovas@hotmail.com,0915953619,Esse velit possimus quas labore ullam debitis.,Activo,Urbano
1280,4a1559bc-74f4-11ed-be5f-0242ac1c000c,Universidad Mirta Pomares,mirta.pomares@hotmail.com,0979197729,Unde reprehenderit vero tenetur. Architecto culpa saepe nihil architecto eius quas dicta. Incidunt omnis saepe odit hic natus. A illum voluptate doloremque.,Activo,Rural
1281,4a155a5c-74f4-11ed-be5f-0242ac1c000c,Instituto Jimena Carreño,jimena.carreño@hotmail.com,0980518284,Sint repellat quae quos. Eum mollitia non consequatur aliquam voluptas. Voluptates sint iusto cum itaque voluptas.,Activo,Urbano
1282,4a155ae8-74f4-11ed-be5f-0242ac1c000c,Universidad Florentino Gomila,florentino.gomila@hotmail.com,0948379284,Illum nisi illo asperiores doloremque in fugiat. Culpa voluptates quo dicta quibusdam dolorem repudiandae. Rerum dolorem quibusdam cum expedita dolores.,Inactivo,Urbano
1283,4a155b7e-74f4-11ed-be5f-0242ac1c000c,Universidad Amanda Marín,amanda.marín@hotmail.com,0990283183,Veritatis repellendus autem ut consequuntur. Fugiat libero fugiat rerum sit eveniet ipsam. Adipisci amet rerum fugiat ipsa unde.,Activo,Rural
1284,4a155c0a-74f4-11ed-be5f-0242ac1c000c,Universidad Isabel Vilaplana,isabel.vilaplana@hotmail.com,0948831728,Sunt quibusdam eius quas aspernatur nisi blanditiis. Veniam excepturi hic mollitia neque assumenda quam. Dolorum commodi omnis deleniti saepe.,Inactivo,Urbano
1285,4a155ca0-74f4-11ed-be5f-0242ac1c000c,Universidad Aníbal Pina,aníbal.pina@hotmail.com,0901010813,Totam iure eveniet quo exercitationem architecto. Id distinctio deserunt dolorum doloribus minus. Enim nam quasi non sunt dignissimos eaque sint.,Inactivo,Urbano
1286,4a155d2c-74f4-11ed-be5f-0242ac1c000c,Universidad Marco Quirós,marco.quirós@hotmail.com,0990206302,Temporibus necessitatibus ea sapiente cumque. Porro magni incidunt doloribus necessitatibus.,Activo,Rural
1287,4a155da4-74f4-11ed-be5f-0242ac1c000c,Instituto Martirio Manzano,martirio.manzano@hotmail.com,0953252933,Debitis sunt nulla nobis a ipsam quis. Blanditiis dolorum saepe quam ad possimus natus.,Inactivo,Rural
1288,4a155e1c-74f4-11ed-be5f-0242ac1c000c,Instituto Rafaela Serra,rafaela.serra@hotmail.com,0923479298,Unde iure velit fugit aliquid voluptate id. Eaque earum sunt qui ab. Facere totam expedita a aspernatur velit nostrum.,Inactivo,Urbano
1289,4a155e94-74f4-11ed-be5f-0242ac1c000c,Universidad Haroldo Cuervo,haroldo.cuervo@hotmail.com,0940722439,Labore delectus odio non deserunt ab. Eius architecto culpa tenetur doloremque eligendi cumque. Culpa accusamus cum odit aliquid quia quis. Repellendus nemo repellat autem dolorem.,Inactivo,Urbano
1290,4a155f02-74f4-11ed-be5f-0242ac1c000c,Universidad Juan Antonio Roman,juan antonio.roman@hotmail.com,0976582021,Voluptatum sit dolore ullam accusamus. Quos cum quaerat nulla. Voluptatibus velit pariatur dolorem.,Inactivo,Rural
1291,4a155f70-74f4-11ed-be5f-0242ac1c000c,Instituto Margarita Diaz,margarita.diaz@hotmail.com,0928775074,Deserunt libero officia voluptatibus quam quas. Recusandae assumenda hic labore voluptatibus in reprehenderit debitis.,Activo,Rural
1292,4a155fe8-74f4-11ed-be5f-0242ac1c000c,Universidad Francisca López,francisca.lópez@hotmail.com,0929214575,Voluptatum rerum maiores veniam nihil. Pariatur maiores reprehenderit recusandae illo quo cum.,Inactivo,Urbano
1293,4a1561b4-74f4-11ed-be5f-0242ac1c000c,Instituto Mohamed Calderón,mohamed.calderón@hotmail.com,0937159453,Numquam cum libero temporibus ut. Dolores nam praesentium eveniet.,Inactivo,Rural
1294,4a156236-74f4-11ed-be5f-0242ac1c000c,Universidad Flor Tirado,flor.tirado@hotmail.com,0934967997,Ex quam quasi reiciendis. Sed aliquam eveniet explicabo.,Inactivo,Rural
1295,4a1562a4-74f4-11ed-be5f-0242ac1c000c,Instituto Amor Cabañas,amor.cabañas@hotmail.com,0916444648,Voluptatem minus eligendi suscipit. Quis possimus inventore voluptatibus.,Inactivo,Rural
1296,4a15631c-74f4-11ed-be5f-0242ac1c000c,Universidad Florina Pablo,florina.pablo@hotmail.com,0966464598,Impedit consequatur cupiditate deserunt incidunt nam. Consequatur debitis culpa occaecati. Veniam deserunt est quod voluptatibus nulla.,Inactivo,Rural
1297,4a15638a-74f4-11ed-be5f-0242ac1c000c,Universidad Marta Dalmau,marta.dalmau@hotmail.com,0997142346,Odit ad eius cumque error.,Activo,Urbano
1298,4a156402-74f4-11ed-be5f-0242ac1c000c,Instituto María Dolores Llopis,maría dolores.llopis@hotmail.com,0954701358,Expedita inventore aut. Labore deserunt porro. Enim magni mollitia laborum quisquam.,Inactivo,Urbano
1299,4a156470-74f4-11ed-be5f-0242ac1c000c,Instituto Virginia Pardo,virginia.pardo@hotmail.com,0942966641,Rem iure illo modi quas incidunt. Blanditiis aperiam ullam deleniti nulla. Fugiat accusamus dicta commodi omnis necessitatibus perspiciatis exercitationem.,Inactivo,Rural
1300,4a1564de-74f4-11ed-be5f-0242ac1c000c,Instituto Faustino Ripoll,faustino.ripoll@hotmail.com,0972562491,Necessitatibus aliquam nisi occaecati consequatur hic velit. Explicabo corrupti nesciunt quisquam accusantium dolorum eveniet cumque. Eveniet vel officiis odio voluptatum molestiae. Atque velit reiciendis ducimus inventore facilis.,Inactivo,Rural
1301,4a156542-74f4-11ed-be5f-0242ac1c000c,Universidad Soraya Aguirre,soraya.aguirre@hotmail.com,0926916604,Labore ratione placeat ea exercitationem facere doloremque. Sunt iste atque cum quasi ratione qui. Dignissimos occaecati in nulla dicta.,Activo,Rural
1302,4a1565ba-74f4-11ed-be5f-0242ac1c000c,Instituto Eusebio Palomino,eusebio.palomino@hotmail.com,0904292447,Est culpa exercitationem rem sed eligendi voluptatem. Quam expedita delectus placeat pariatur corrupti.,Inactivo,Rural
1303,4a15677c-74f4-11ed-be5f-0242ac1c000c,Instituto Nuria Escribano,nuria.escribano@hotmail.com,0904259332,Cumque unde exercitationem asperiores eius laboriosam. Consectetur exercitationem non eum voluptas quasi.,Activo,Urbano
1304,4a156c72-74f4-11ed-be5f-0242ac1c000c,Instituto Salud Aller,salud.aller@hotmail.com,0912398272,Iure magni ratione id quisquam recusandae ipsa. Iure ea expedita veniam.,Activo,Rural
1305,4a156d12-74f4-11ed-be5f-0242ac1c000c,Universidad Curro Sarabia,curro.sarabia@hotmail.com,0947936685,Autem modi unde minima vel voluptate eum perspiciatis. Sapiente doloremque architecto voluptatem natus fugiat velit nulla. Et explicabo praesentium tenetur suscipit.,Inactivo,Rural
1306,4a156d8a-74f4-11ed-be5f-0242ac1c000c,Universidad Urbano Rosado,urbano.rosado@hotmail.com,0916342101,Libero quidem nisi amet nostrum repellendus reiciendis. Expedita rerum libero necessitatibus illum quaerat consectetur. Quos facilis minus occaecati sunt distinctio veniam.,Activo,Urbano
1307,4a156e0c-74f4-11ed-be5f-0242ac1c000c,Universidad Máxima Quirós,máxima.quirós@hotmail.com,0946584855,Error in laboriosam laborum officia eveniet doloremque. Ut fugit vel dolorum ea facilis modi error.,Inactivo,Rural
1308,4a156e7a-74f4-11ed-be5f-0242ac1c000c,Instituto Heraclio Arribas,heraclio.arribas@hotmail.com,0927741027,Blanditiis odit placeat esse veniam. Dignissimos tempore aliquid. Optio ut autem.,Activo,Rural
1309,4a156ede-74f4-11ed-be5f-0242ac1c000c,Universidad Florentina Iborra,florentina.iborra@hotmail.com,0902457000,Veritatis architecto quisquam sunt. Nostrum laudantium error.,Activo,Rural
1310,4a156f56-74f4-11ed-be5f-0242ac1c000c,Universidad Cayetano Moles,cayetano.moles@hotmail.com,0973610310,Veniam beatae vero aperiam iusto maiores soluta. Aut repellendus nesciunt repudiandae perferendis a.,Inactivo,Urbano
1311,4a156fc4-74f4-11ed-be5f-0242ac1c000c,Universidad Crescencia Lorenzo,crescencia.lorenzo@hotmail.com,0973329698,Sint et assumenda iusto eum itaque laborum. Repellendus iste quidem. Nisi occaecati amet corrupti nisi officiis soluta minus.,Activo,Urbano
1312,4a157032-74f4-11ed-be5f-0242ac1c000c,Instituto Fortunata Garzón,fortunata.garzón@hotmail.com,0932042090,Amet officiis pariatur maiores hic tempore. Ducimus veritatis nihil.,Activo,Urbano
1313,4a1570a0-74f4-11ed-be5f-0242ac1c000c,Universidad Ámbar Pino,ámbar.pino@hotmail.com,0906139274,Ad commodi suscipit itaque odio. Voluptatum blanditiis tempore voluptatibus eaque unde alias.,Activo,Rural
1314,4a15710e-74f4-11ed-be5f-0242ac1c000c,Universidad Isa Corral,isa.corral@hotmail.com,0932770563,Culpa perspiciatis quisquam officia. Consequuntur at esse vitae illum ducimus.,Activo,Urbano
1315,4a157186-74f4-11ed-be5f-0242ac1c000c,Universidad Nieves Carbonell,nieves.carbonell@hotmail.com,0939423090,Explicabo vel aliquid dolorum modi autem. Excepturi voluptates facilis laudantium sunt. Deserunt rerum tempora dicta.,Activo,Rural
1316,4a1571ea-74f4-11ed-be5f-0242ac1c000c,Instituto Virginia Estevez,virginia.estevez@hotmail.com,0970535104,Quod incidunt et totam eveniet. Officiis excepturi quasi nemo error consectetur distinctio.,Activo,Rural
1317,4a157258-74f4-11ed-be5f-0242ac1c000c,Instituto Saturnina Antón,saturnina.antón@hotmail.com,0970480440,Illum hic perferendis magni. Eos nemo accusamus et reprehenderit. Deleniti officiis eligendi esse.,Inactivo,Urbano
1318,4a1572d0-74f4-11ed-be5f-0242ac1c000c,Instituto Héctor Carreño,héctor.carreño@hotmail.com,0950199816,Voluptates aliquam voluptatem reprehenderit at veritatis. Pariatur deserunt sit ratione ea assumenda laudantium.,Inactivo,Rural
1319,4a157334-74f4-11ed-be5f-0242ac1c000c,Instituto Anastasia Bernal,anastasia.bernal@hotmail.com,0947446657,Ipsum a facere amet impedit possimus cum iste. Itaque corporis facilis repudiandae debitis sed quod. Ratione labore expedita ad.,Activo,Rural
1320,4a1573a2-74f4-11ed-be5f-0242ac1c000c,Universidad Marisol Expósito,marisol.expósito@hotmail.com,0969998531,Aut perspiciatis veritatis aspernatur corrupti fuga atque. Rem aspernatur ipsa ad. Sed reiciendis illum provident animi aliquam. Itaque asperiores repudiandae voluptatibus aperiam.,Activo,Urbano
1321,4a157410-74f4-11ed-be5f-0242ac1c000c,Instituto Fidela Marti,fidela.marti@hotmail.com,0989230196,Quidem quisquam voluptatum. Optio id mollitia eaque perspiciatis labore. Veniam vero aliquam.,Inactivo,Rural
1322,4a15747e-74f4-11ed-be5f-0242ac1c000c,Universidad Fortunata Segovia,fortunata.segovia@hotmail.com,0953780940,Quos consequuntur sunt ducimus reiciendis ab nesciunt. Deserunt perferendis magnam quasi sunt.,Activo,Urbano
1323,4a1574ec-74f4-11ed-be5f-0242ac1c000c,Universidad Anabel Gárate,anabel.gárate@hotmail.com,0939671333,Deleniti voluptates et ipsam. Quam natus rerum tenetur iure tempora eum. Deleniti iste illo hic consequuntur.,Inactivo,Rural
1324,4a15755a-74f4-11ed-be5f-0242ac1c000c,Universidad Urbano Hoz,urbano.hoz@hotmail.com,0912794414,Eaque sapiente deserunt consequatur. Reiciendis dignissimos magnam.,Inactivo,Urbano
1325,4a1575d2-74f4-11ed-be5f-0242ac1c000c,Instituto Francisca Garzón,francisca.garzón@hotmail.com,0961676874,Architecto ab itaque cupiditate quisquam. Eius quisquam ex nesciunt illum. Enim quam error provident voluptatibus sed.,Activo,Rural
1326,4a157640-74f4-11ed-be5f-0242ac1c000c,Universidad Liliana Martinez,liliana.martinez@hotmail.com,0967540118,Odio porro quia accusantium officia molestiae. Nulla neque corporis est neque. Officiis ut amet cumque.,Inactivo,Urbano
1327,4a1576ae-74f4-11ed-be5f-0242ac1c000c,Universidad Javier Zabaleta,javier.zabaleta@hotmail.com,0997599066,Nemo dolor voluptatibus error quibusdam velit explicabo dicta. Quam enim omnis doloribus expedita.,Inactivo,Urbano
1328,4a15771c-74f4-11ed-be5f-0242ac1c000c,Instituto Alfonso Goñi,alfonso.goñi@hotmail.com,0946805788,Minima assumenda sed possimus quasi. Quis cum natus dolorem mollitia. Perspiciatis quasi eveniet veniam nesciunt ipsa.,Inactivo,Urbano
1329,4a15778a-74f4-11ed-be5f-0242ac1c000c,Instituto Renata Villanueva,renata.villanueva@hotmail.com,0923307510,Dolor fuga aliquam ullam. Natus aperiam blanditiis tempora. Ea ipsa excepturi ab inventore.,Inactivo,Urbano
1330,4a1577f8-74f4-11ed-be5f-0242ac1c000c,Universidad Edelmira Báez,edelmira.báez@hotmail.com,0997471995,Delectus mollitia perspiciatis pariatur consequatur laboriosam earum. Eveniet earum possimus nesciunt dicta quod.,Activo,Urbano
1331,4a157866-74f4-11ed-be5f-0242ac1c000c,Instituto Salud Echeverría,salud.echeverría@hotmail.com,0929285598,Eaque sequi magnam veritatis voluptatibus dignissimos. Quibusdam optio numquam reiciendis distinctio ea.,Inactivo,Rural
1332,4a1578d4-74f4-11ed-be5f-0242ac1c000c,Instituto Pilar Torrijos,pilar.torrijos@hotmail.com,0994736709,Eum laboriosam omnis culpa aliquam perferendis placeat ex. At nam amet odio facere assumenda. Molestiae at eum totam voluptatum nulla.,Activo,Rural
1333,4a15796a-74f4-11ed-be5f-0242ac1c000c,Universidad Valerio Navas,valerio.navas@hotmail.com,0939830459,Harum id et eaque placeat pariatur. Ipsa ducimus quasi quo. Eum fugiat nesciunt nihil eos dolores. Libero beatae nemo perspiciatis.,Activo,Rural
1334,4a157aa0-74f4-11ed-be5f-0242ac1c000c,Universidad Tomasa Espada,tomasa.espada@hotmail.com,0940579837,Doloribus sequi ipsum nihil blanditiis. Maiores adipisci iste soluta sit fugit neque.,Inactivo,Rural
1335,4a157b4a-74f4-11ed-be5f-0242ac1c000c,Universidad Patricio Tejero,patricio.tejero@hotmail.com,0952512596,Nobis dolores nostrum quibusdam perferendis. Voluptatum quam exercitationem non quasi veniam. Consequatur doloribus dolor rem deleniti beatae.,Activo,Urbano
1336,4a157be0-74f4-11ed-be5f-0242ac1c000c,Instituto Bautista Herrero,bautista.herrero@hotmail.com,0937254292,Aliquid odit reiciendis. Amet at praesentium blanditiis. Ea recusandae ut sint. Dicta voluptate nulla fuga fugiat illum dicta.,Activo,Rural
1337,4a157c76-74f4-11ed-be5f-0242ac1c000c,Instituto Odalys Santamaría,odalys.santamaría@hotmail.com,0982905405,Illum velit sapiente natus assumenda deserunt fugit. Perferendis pariatur vitae dicta autem ut quisquam.,Activo,Urbano
1338,4a157d0c-74f4-11ed-be5f-0242ac1c000c,Instituto Vera Olivé,vera.olivé@hotmail.com,0930519219,Quibusdam expedita deserunt soluta. Fuga accusamus accusamus recusandae dicta atque. Dolores quibusdam explicabo consequuntur temporibus.,Activo,Rural
1339,4a157dac-74f4-11ed-be5f-0242ac1c000c,Universidad Nereida Medina,nereida.medina@hotmail.com,0995980285,Consectetur itaque repudiandae sequi perferendis rem. Similique quos et error adipisci qui velit perferendis.,Inactivo,Rural
1340,4a157e38-74f4-11ed-be5f-0242ac1c000c,Universidad Xavier Sánchez,xavier.sánchez@hotmail.com,0917610188,Minus ullam itaque nesciunt. Quaerat delectus rerum quia eveniet accusantium tenetur.,Inactivo,Rural
1341,4a157ec4-74f4-11ed-be5f-0242ac1c000c,Universidad Edgardo Niño,edgardo.niño@hotmail.com,0994699335,Voluptates cum consequuntur inventore unde sapiente soluta iusto. Nihil tenetur necessitatibus repellendus expedita recusandae rem labore.,Inactivo,Rural
1342,4a157f50-74f4-11ed-be5f-0242ac1c000c,Universidad Galo Álvarez,galo.álvarez@hotmail.com,0900870536,Culpa facilis dolore qui ullam. Hic consequuntur voluptatum mollitia saepe. Odit tempora necessitatibus porro natus. Tempora iusto maiores fugiat est itaque minus ullam.,Inactivo,Urbano
1343,4a157fe6-74f4-11ed-be5f-0242ac1c000c,Instituto Eli Pablo,eli.pablo@hotmail.com,0976763824,Porro doloribus nam nemo sunt commodi esse. Blanditiis enim quis.,Inactivo,Urbano
1344,4a15807c-74f4-11ed-be5f-0242ac1c000c,Universidad Tristán Guzman,tristán.guzman@hotmail.com,0904639441,Magnam mollitia quibusdam quaerat repellat. Vero incidunt quas soluta.,Activo,Urbano
1345,4a158108-74f4-11ed-be5f-0242ac1c000c,Universidad Purificación Doménech,purificación.doménech@hotmail.com,0986228465,Exercitationem nobis voluptate molestiae necessitatibus. Non laborum adipisci maxime. Quam molestias pariatur odio ratione facilis officiis voluptas.,Inactivo,Rural
1346,4a1581a8-74f4-11ed-be5f-0242ac1c000c,Instituto Amelia Ortuño,amelia.ortuño@hotmail.com,0922873188,Expedita laborum vero nihil qui. Exercitationem mollitia cum tempore.,Inactivo,Rural
1347,4a15823e-74f4-11ed-be5f-0242ac1c000c,Instituto Reinaldo Aguilar,reinaldo.aguilar@hotmail.com,0989858729,Numquam quo quo ipsam impedit. Itaque reprehenderit dignissimos nam fugit adipisci sint.,Inactivo,Urbano
1348,4a1582de-74f4-11ed-be5f-0242ac1c000c,Instituto Octavio Vidal,octavio.vidal@hotmail.com,0902911841,Vitae praesentium repudiandae officiis. Doloribus vero distinctio dicta quam ullam ad.,Inactivo,Urbano
1349,4a15836a-74f4-11ed-be5f-0242ac1c000c,Instituto Sosimo Iñiguez,sosimo.iñiguez@hotmail.com,0964422235,Nemo quibusdam molestias soluta magni reprehenderit sint sequi. Minus tempore sunt recusandae fuga quibusdam modi magnam. Modi laborum tempore voluptatibus ipsam adipisci minima.,Activo,Urbano
1350,4a1583e2-74f4-11ed-be5f-0242ac1c000c,Universidad Emiliana Sedano,emiliana.sedano@hotmail.com,0958262386,Nisi nulla doloribus quidem quas libero. Quam aut voluptates. Inventore voluptatibus consectetur provident eius.,Inactivo,Rural
1351,4a158464-74f4-11ed-be5f-0242ac1c000c,Instituto Godofredo Montserrat,godofredo.montserrat@hotmail.com,0985303734,Atque doloremque assumenda distinctio commodi. Dignissimos delectus nisi cum facilis. Ut provident illum pariatur porro laboriosam.,Inactivo,Rural
1352,4a1584e6-74f4-11ed-be5f-0242ac1c000c,Instituto Cornelio Alvarez,cornelio.alvarez@hotmail.com,0940730676,Repudiandae quo laboriosam distinctio doloribus repellat. Nam perferendis quam reiciendis doloribus consequatur animi.,Inactivo,Rural
1353,4a158572-74f4-11ed-be5f-0242ac1c000c,Instituto Anunciación Berenguer,anunciación.berenguer@hotmail.com,0965432610,Nulla sit suscipit ullam odit excepturi. Perferendis expedita quae nesciunt natus impedit.,Activo,Urbano
1354,4a158644-74f4-11ed-be5f-0242ac1c000c,Universidad Eustaquio Peral,eustaquio.peral@hotmail.com,0931715648,Laudantium itaque eos sit laboriosam ut. Laboriosam ullam tenetur accusantium rem praesentium molestias. Iusto quisquam sint numquam pariatur iusto.,Inactivo,Urbano
1355,4a1586da-74f4-11ed-be5f-0242ac1c000c,Instituto Claudio Samper,claudio.samper@hotmail.com,0968931926,Accusamus molestias quibusdam id vitae quidem. Quae perferendis magni minima fugit quaerat quas qui.,Activo,Rural
1356,4a15878e-74f4-11ed-be5f-0242ac1c000c,Universidad Calisto Barrio,calisto.barrio@hotmail.com,0974038051,Numquam neque quis amet ipsa excepturi. Odit ipsum suscipit necessitatibus mollitia ab fugiat.,Inactivo,Urbano
1357,4a1588a6-74f4-11ed-be5f-0242ac1c000c,Universidad Norberto Alberola,norberto.alberola@hotmail.com,0971427407,Minima voluptas aliquid recusandae praesentium quaerat. Quidem magni quis modi ex cum.,Activo,Urbano
1358,4a158950-74f4-11ed-be5f-0242ac1c000c,Instituto Desiderio Solera,desiderio.solera@hotmail.com,0991187785,Dolor fuga porro ex officiis. Voluptatibus voluptatum voluptates sint vitae sunt. Commodi perspiciatis assumenda eos aperiam laudantium.,Inactivo,Rural
1359,4a1589c8-74f4-11ed-be5f-0242ac1c000c,Universidad Febe Barco,febe.barco@hotmail.com,0974307619,Quod ad soluta distinctio sit. Quasi magnam molestias id earum veniam.,Activo,Rural
1360,4a158a5e-74f4-11ed-be5f-0242ac1c000c,Instituto Sebastian Bas,sebastian.bas@hotmail.com,0977320565,Maiores cumque corporis minima voluptatibus sint. Impedit ullam quis aspernatur dolorum deleniti.,Inactivo,Rural
1361,4a158afe-74f4-11ed-be5f-0242ac1c000c,Universidad Amador Grau,amador.grau@hotmail.com,0961417786,Ad eaque quis aspernatur veritatis. Tenetur odio commodi molestias non nostrum distinctio.,Activo,Rural
1362,4a158b94-74f4-11ed-be5f-0242ac1c000c,Universidad Javi Carvajal,javi.carvajal@hotmail.com,0981727751,Sed temporibus totam vitae fuga facilis. Iusto quod quae molestiae.,Activo,Rural
1363,4a158c2a-74f4-11ed-be5f-0242ac1c000c,Instituto Vasco Cisneros,vasco.cisneros@hotmail.com,0908287861,Animi nemo dolorem neque pariatur. Facere cupiditate corporis dolor. Incidunt eum rem dicta distinctio provident quidem.,Activo,Rural
1364,4a158cb6-74f4-11ed-be5f-0242ac1c000c,Instituto Felicia Figueras,felicia.figueras@hotmail.com,0918981195,Quod eligendi sapiente. Magni dolorem corporis neque. Officia at qui quasi totam dolore laborum.,Activo,Urbano
1365,4a158e1e-74f4-11ed-be5f-0242ac1c000c,Universidad Lucho Vega,lucho.vega@hotmail.com,0922445684,Magni nihil reprehenderit cumque. Labore voluptate neque qui nostrum quod.,Inactivo,Rural
1366,4a158ec8-74f4-11ed-be5f-0242ac1c000c,Instituto Abraham Bermudez,abraham.bermudez@hotmail.com,0942195588,Voluptates voluptatum modi optio nam temporibus laudantium. Aspernatur libero ipsam. Alias a quam consequuntur nihil nisi.,Activo,Urbano
1367,4a158f5e-74f4-11ed-be5f-0242ac1c000c,Instituto Abilio Ortega,abilio.ortega@hotmail.com,0983521548,Nobis voluptatem dolore ipsum tempora quibusdam repudiandae. Aut sunt magni quia.,Inactivo,Rural
1368,4a158fea-74f4-11ed-be5f-0242ac1c000c,Instituto Lara Luque,lara.luque@hotmail.com,0986081998,Ad temporibus accusantium excepturi neque esse. Nesciunt repellendus dolore quis. Saepe earum ab quam autem.,Activo,Urbano
1369,4a159076-74f4-11ed-be5f-0242ac1c000c,Instituto Ximena Leal,ximena.leal@hotmail.com,0943168439,Nam distinctio nemo minima. Minus adipisci adipisci tenetur nemo.,Inactivo,Rural
1370,4a15910c-74f4-11ed-be5f-0242ac1c000c,Instituto Bautista Rosselló,bautista.rosselló@hotmail.com,0902774625,Porro atque earum quae dolorum accusamus numquam.,Inactivo,Rural
1371,4a15918e-74f4-11ed-be5f-0242ac1c000c,Universidad Trinidad Robledo,trinidad.robledo@hotmail.com,0908877771,Eveniet inventore quibusdam consequatur sed. Officia reprehenderit provident nihil est autem eaque. Nemo tempore officia cum distinctio.,Activo,Urbano
1372,4a1591fc-74f4-11ed-be5f-0242ac1c000c,Universidad Lupe Andrés,lupe.andrés@hotmail.com,0936644545,Hic quasi necessitatibus dolores reprehenderit aut. Id beatae debitis quibusdam dolore voluptate maiores recusandae. Voluptates provident ipsum dicta perferendis quo.,Activo,Rural
1373,4a15926a-74f4-11ed-be5f-0242ac1c000c,Universidad Nélida Corbacho,nélida.corbacho@hotmail.com,0988804288,Possimus enim quaerat illo cupiditate quasi vitae. Alias excepturi iusto numquam deserunt. Aliquam perspiciatis enim.,Inactivo,Rural
1374,4a1592d8-74f4-11ed-be5f-0242ac1c000c,Instituto Pacífica Campoy,pacífica.campoy@hotmail.com,0900849140,Eligendi necessitatibus minus laborum qui deserunt. Voluptatibus nesciunt fuga at ipsum porro. Officiis ratione libero eligendi. Asperiores ullam eum dolorem occaecati vel.,Activo,Urbano
