,Id_Car,Nombre_Car,Descrip_Car,Estado_Car,Fecha_Vigencia_Car,Modalidad_Car,Jornada_Car
552,30f9832c-74f4-11ed-9ec6-0242ac1c000c,"Ingeniería en Operador de incineradores, instalaciones de tratamiento de agua",Assumenda consequuntur perspiciatis quisquam. Cupiditate maiores voluptates dignissimos. Doloribus animi illum pariatur. Harum at nulla exercitationem culpa nostrum.,Inactivo,1977-03-05,En linea,Vespertina
553,30f983e0-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Colchonero,Minima provident nulla at commodi harum quo. Ad fuga quidem ut saepe voluptatem. Error dolores beatae excepturi numquam suscipit.,Activo,1954-10-26,Presencial,Matutina
554,30f9848a-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Regulador y operador de máquinas y herramientas,Excepturi fugiat maiores. Voluptate molestias voluptatum molestias exercitationem.,Activo,1959-06-12,Distancia,Intensiva
555,30f98548-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Locutor de radio,Odit ea eos inventore minima. Ex esse deleniti debitis neque sapiente exercitationem. Ea quae repellendus incidunt.,Activo,1978-06-13,Distancia,Matutina
556,30f985f2-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Operador de instalaciones de refinación de petróleo y gas natural,Ducimus accusamus repellat corporis. Vitae ducimus non sed libero deleniti.,Inactivo,1979-09-01,En linea,En linea
557,30f986a6-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Gorjadore,Atque adipisci ipsam distinctio eos dolore odio omnis.,Activo,1959-12-25,Presencial,En linea
558,30f98746-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Archivista,Praesentium commodi est iste molestiae. Nesciunt debitis temporibus ut eos. Quisquam suscipit natus pariatur magni corporis.,Activo,1968-10-29,Presencial,Vespertina
559,30f987f0-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Operador de máquinas para fabricar productos de material plástico,Veniam laborum officiis at harum temporibus nobis molestias. Voluptatum cupiditate facere accusantium culpa dolore.,Activo,1950-04-05,Distancia,Intensiva
560,30f988a4-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Ingeniero medioambiental,Odit modi eveniet eveniet. Dolor officiis ipsa nesciunt.,Activo,1942-03-16,En linea,En linea
561,30f98958-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Oficial de cubierta,Inventore nam corporis incidunt iste. Provident numquam enim dignissimos illo earum rem.,Inactivo,1961-11-15,Presencial,Vespertina
562,30f98a02-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Regulador y operador de máquinas y herramientas,Ipsam exercitationem vero culpa dolorum rerum natus omnis. Ipsam ipsum libero non dolores eligendi.,Inactivo,1966-01-28,En linea,Matutina
563,30f98aac-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Zoólogo,Facilis nesciunt assumenda necessitatibus. Nesciunt voluptate perspiciatis iusto repellat sequi facere.,Activo,1970-05-22,Distancia,En linea
564,30f98b4c-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Operador de plantas y máquinas de productos químicos,Fugit natus omnis quo ut quasi itaque. Provident libero maiores consequuntur modi velit pariatur. Ab voluptatem quasi doloribus.,Inactivo,1966-09-24,En linea,Matutina
565,30f98be2-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Abogado,Perspiciatis sapiente optio pariatur quasi quae beatae. Alias quam in consequuntur impedit iusto. Perspiciatis nobis aperiam tenetur.,Inactivo,1943-04-02,En linea,Vespertina
566,30f98c78-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Operador de máquinas de movimiento de tierras,Mollitia voluptatum minus facilis ad distinctio reprehenderit. Sapiente illo unde dignissimos qui magnam iste incidunt. Laborum minus ratione molestiae sit dolore itaque eius.,Inactivo,1946-10-19,Presencial,En linea
567,30f98d22-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Colchonero,Praesentium itaque accusantium. Ipsum pariatur voluptate aut facilis voluptate.,Inactivo,1953-01-21,Distancia,En linea
568,30f98dcc-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Auxiliar de maestro,Beatae amet dolor deserunt necessitatibus ipsum. Ullam alias a possimus beatae accusantium.,Activo,1952-11-25,Presencial,Intensiva
569,30f98e80-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Compositor,Illum ad dolorum facilis nemo. Quae nam impedit molestiae itaque quam voluptate.,Inactivo,1961-02-07,Distancia,Intensiva
570,30f98f2a-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Maestro de enseñanza primaria,Reprehenderit dolores facere ratione hic. Repudiandae et saepe blanditiis odit.,Inactivo,1944-05-08,En linea,Matutina
571,30f99042-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Técnico de radiodifusión y grabación audio visual,Quidem laboriosam aspernatur fugiat eos magni. Laudantium iste laudantium cumque est dolores doloremque.,Inactivo,1977-04-17,Presencial,Intensiva
572,30f99114-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Personal de pompas fúnebres y embalsamador,Repellat temporibus soluta harum fugiat iure. Suscipit doloribus hic sit officia eligendi hic. Minima similique sequi reiciendis.,Inactivo,1971-08-10,Presencial,Intensiva
573,30f991be-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Empleado de servicios de transporte,Quasi distinctio illo accusantium eum dolore cupiditate. Sint molestias quos incidunt occaecati perspiciatis possimus nostrum.,Inactivo,1976-06-16,Presencial,Intensiva
574,30f9925e-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Ingeniero medioambiental,In est ducimus dolor. Repellat doloribus voluptates aut. Modi facilis distinctio possimus.,Activo,1973-03-03,Distancia,Intensiva
575,30f992f4-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Técnico en optometría y ópticos,Nulla aliquam accusamus pariatur natus numquam dolorum. Voluptatum itaque quibusdam assumenda.,Activo,1977-03-04,En linea,Matutina
576,30f99394-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Traductor e intérprete,Rerum repellendus quo. Voluptas dicta qui ea. Optio et officia debitis sapiente.,Inactivo,1968-05-27,Distancia,En linea
577,30f99434-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Mensajero,Atque libero facilis excepturi ad reprehenderit atque. Recusandae ipsa ea perferendis praesentium odio tempora.,Inactivo,1942-05-05,En linea,En linea
578,30f994de-74f4-11ed-9ec6-0242ac1c000c,"Tecnología en Modelo de moda, arte y publicidad",Sapiente ipsum earum cupiditate. Sapiente accusantium illum adipisci repellat vero culpa.,Inactivo,1965-02-04,Distancia,Matutina
579,30f9957e-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Fabricante de instrumentos musicales,Minima enim voluptas illum consequatur. Eos maiores sunt culpa odit eveniet qui.,Activo,1956-10-04,Distancia,Intensiva
580,30f99632-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Operador de autoelevadoras,Voluptas magnam ducimus consequuntur et explicabo. Inventore facilis dicta odio eligendi ut. Odit perferendis aut possimus esse ipsum. Et praesentium asperiores autem.,Inactivo,1950-05-21,Presencial,Matutina
581,30f996e6-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Director de políticas y planificación,Eveniet perspiciatis ipsa sapiente. Consectetur repudiandae voluptatem laboriosam est illo.,Activo,1953-11-03,En linea,Vespertina
582,30f997b8-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Soldador y oxicortador,Quasi quam atque mollitia. Fugit veniam accusamus perspiciatis. Enim molestiae vitae asperiores odit eos consequuntur possimus.,Activo,1973-05-02,Distancia,Intensiva
583,30f99880-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Expendedor de gasolineras,Placeat soluta fuga ea debitis quod quod laudantium. Quis molestias doloremque quae dignissimos asperiores. Et consequuntur ut quo adipisci quisquam.,Inactivo,1957-01-24,Presencial,Matutina
584,30f9993e-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Conductor de autobús,Impedit officiis odio placeat quae voluptatibus. A fugiat ut illum necessitatibus atque dicta. Quidem vero doloribus ipsam debitis sequi.,Activo,1940-10-10,En linea,Vespertina
585,30f999fc-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Barrendero,Nam expedita quibusdam mollitia sunt expedita. Reprehenderit cumque nisi consequuntur praesentium aliquam hic. Sint ipsum aspernatur cumque.,Activo,1953-09-28,Distancia,Vespertina
586,30f99aa6-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Árbitro deportivo,Consequuntur nam animi quas. Fugiat magni soluta nisi. Neque tenetur cum cupiditate est magni.,Activo,1964-03-03,Distancia,Matutina
587,30f99b46-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Biólogo,Esse ipsa sint enim itaque accusamus facilis.,Activo,1949-08-29,Presencial,Vespertina
588,30f99bf0-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Técnico en ingeniería civil,Porro unde laboriosam quo ratione debitis sit. Error totam officiis ipsam aspernatur tenetur. Quis ducimus praesentium asperiores.,Inactivo,1945-01-01,Presencial,En linea
589,30f99c9a-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Profesor de universidades y de la enseñanza superior,Doloremque optio nostrum expedita nisi. Ut harum tempora assumenda iure aspernatur. Enim necessitatibus repellendus laboriosam.,Inactivo,1957-12-25,Distancia,Vespertina
590,30f99d44-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Profesional de enfermería,Omnis eaque vitae nobis. Eveniet delectus corporis. Voluptas placeat aliquam nostrum earum nisi dolorem.,Activo,1971-08-09,En linea,Intensiva
591,30f99dda-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Conductor de motocicletas,Explicabo laborum nihil mollitia consectetur illo consequuntur.,Activo,1940-03-28,Distancia,Intensiva
592,30f99e7a-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Biólogo,Perspiciatis alias earum eos quas. Cupiditate esse ipsa rem itaque ullam possimus. Quaerat dolorem tempora tenetur voluptatibus ea.,Activo,1973-03-06,Distancia,Matutina
593,30f99f1a-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Grabador de piedra,Inventore quibusdam ex dolor in modi modi odio. Natus aliquam architecto quibusdam hic praesentium commodi voluptas. Molestias temporibus doloribus labore aspernatur.,Activo,1955-11-05,Presencial,En linea
594,30f99fc4-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Locutor de televisión,Culpa totam fuga perferendis eligendi modi cum beatae. Odit laudantium adipisci. Porro consequuntur error illo.,Inactivo,1952-03-28,Presencial,Intensiva
595,30f9a6fe-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Antropólogo,Cum aspernatur minima hic totam.,Inactivo,1973-04-28,En linea,Intensiva
596,30f9a7da-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Zoólogo,Atque fugiat consequuntur corporis perferendis minima. Nostrum consequuntur odit tenetur sunt dolorum.,Activo,1965-12-09,En linea,Vespertina
597,30f9a898-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Operario del tratamiento de la madera,Fugit sint dolorum odio sunt error. Mollitia unde nulla numquam. Nesciunt doloremque porro et necessitatibus unde.,Activo,1951-04-30,En linea,Intensiva
598,30f9a942-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Técnico de la Web,Aperiam sint libero necessitatibus. Tempora expedita commodi magni. Asperiores molestias nesciunt accusantium.,Activo,1976-05-13,En linea,Vespertina
599,30f9ad16-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Compositor,Eaque aspernatur quidem commodi neque provident temporibus. Ullam nostrum fugiat molestias possimus dolor.,Inactivo,1964-02-28,En linea,En linea
600,30f9adfc-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Oficinista general,Nobis ullam autem veniam nemo perspiciatis. Qui aliquam aliquam dignissimos beatae ipsam.,Activo,1970-06-11,Distancia,Intensiva
601,30f9aec4-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Estadístico,Rerum voluptatem dolor suscipit eius. Magnam eos libero labore. Animi sint dolore numquam possimus.,Activo,1959-11-09,En linea,Intensiva
602,30f9af82-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Pulidor de metales y afilador de herramientas,Ratione impedit saepe illo soluta. Aliquam at mollitia perspiciatis illo voluptatum. Non architecto voluptatum iste earum accusamus.,Inactivo,1960-06-20,Distancia,Vespertina
603,30f9b02c-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Psicólogo,Quas odio cupiditate nobis quos eos nobis. Expedita ab ipsam.,Inactivo,1975-01-11,Presencial,Vespertina
604,30f9b0e0-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Médico especialista,Illum nihil aliquam nisi optio inventore. Molestiae est suscipit soluta aliquam laborum at. Enim nemo laboriosam repellendus.,Inactivo,1965-06-03,Distancia,En linea
605,30f9b19e-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Ayudante de ambulancia,Cupiditate labore beatae hic dolores. Dignissimos ea beatae sapiente animi cupiditate doloribus distinctio. Reprehenderit rerum porro debitis dolorem consectetur.,Activo,1977-08-22,Distancia,En linea
606,30f9b248-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Fontanero,Blanditiis nulla quae. Accusamus error amet aliquid at possimus atque. Odit dignissimos autem ipsam error recusandae.,Inactivo,1965-06-09,Presencial,Intensiva
607,30f9b2f2-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Empleado de ventanillas de informaciones,Esse doloribus ad ducimus iure dolores illum. Fugit velit ex assumenda vero dolorem numquam amet.,Inactivo,1951-10-06,Presencial,Vespertina
608,30f9b3b0-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Sociólogo,Ut ducimus quos suscipit facere.,Inactivo,1942-09-03,Presencial,Matutina
609,30f9b45a-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Inspector de la salud laboral,Aliquid repellendus magnam tempore magnam. Animi eligendi blanditiis.,Inactivo,1954-02-02,Presencial,Intensiva
610,30f9b4fa-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Miembro del poder legislativo,Odio rerum excepturi id consequuntur. Assumenda reiciendis ipsam odit magni. Beatae delectus adipisci veniam omnis.,Inactivo,1948-06-04,En linea,En linea
611,30f9b5a4-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Director de producción agropecuaria y silvicultura,Cum error harum magni iusto error vel. Voluptate optio vel exercitationem veritatis. Eum explicabo dolorem dolorem dolore saepe vel.,Activo,1952-12-14,En linea,Matutina
612,30f9b658-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Revisor y cobrador de los transportes públicos,Blanditiis porro deserunt. Modi autem deleniti adipisci esse blanditiis aliquam eius.,Activo,1973-04-19,En linea,Matutina
613,30f9b75c-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Controlador de instalaciones de procesamiento de productos químicos,Autem minima unde quos. Velit illo saepe quae.,Activo,1977-01-01,Distancia,Intensiva
614,30f9b806-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Oficial de cubierta,Aut cupiditate aut animi consequatur fugit vitae. Error id magnam architecto earum delectus. Facilis facere culpa saepe. Quos quae dolorum at quaerat.,Inactivo,1970-03-10,En linea,Vespertina
615,30f9b8b0-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Peluqueros,Corrupti esse saepe dolore expedita rerum provident. Cupiditate tenetur porro. Doloremque beatae quo aliquam deserunt.,Inactivo,1959-04-01,En linea,Vespertina
616,30f9b950-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Secretario administrativo,Facilis praesentium libero sint nulla reiciendis ipsam. Maxime eius tempora odio neque.,Activo,1975-06-03,En linea,Vespertina
617,30f9ba04-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Operador de instalaciones de procesamiento de metales,Quisquam facilis placeat sit esse.,Inactivo,1971-04-26,En linea,Vespertina
618,30f9baae-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Empleado encargado de las nóminas,Molestiae occaecati dicta consequatur explicabo ratione libero soluta. Provident impedit magnam vero ducimus et neque. Aut iste quos vel est voluptatem. Facilis quas laudantium.,Inactivo,1941-10-03,Distancia,Matutina
619,30f9bb58-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Auxiliar de maestro,Voluptates rem tempora ad in omnis optio. Rem dolore porro.,Inactivo,1961-03-14,Presencial,Vespertina
620,30f9bc02-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Lavador de ventanas,Est quaerat iste velit provident.,Activo,1963-09-08,Distancia,Vespertina
621,30f9bcb6-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Diseñador de productos,Maxime dolores doloribus nesciunt consequuntur corporis. Odio incidunt illo voluptates quis non. Quia iure at modi.,Activo,1950-02-15,Distancia,En linea
622,30f9bd60-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Operador de instalaciones de procesamiento de metales,Nesciunt vero error. Harum inventore dolor illo sit hic cupiditate.,Inactivo,1940-11-21,Distancia,Matutina
623,30f9be0a-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Controlador de instalaciones de procesamiento de productos químicos,Atque beatae expedita culpa. Sed odit laboriosam provident quae perspiciatis eum officiis. Necessitatibus non error quae odio asperiores mollitia recusandae.,Inactivo,1962-08-01,En linea,Vespertina
624,30f9beaa-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Dentista,Explicabo similique veniam cumque expedita error at. Sint eos sequi totam enim. Error sunt molestiae fugit est.,Activo,1979-01-02,Distancia,Matutina
625,30f9bf54-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Profesor de universidades y de la enseñanza superior,Autem ratione vel nostrum non quae deserunt. Quas quae quis.,Activo,1976-09-16,En linea,Vespertina
626,30f9bffe-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Maleter,Temporibus eum commodi dolorum rem quo omnis. Dolor perferendis optio ab possimus vitae libero.,Activo,1959-02-10,Presencial,Vespertina
627,30f9c0a8-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Modelador de vidrio,Atque quisquam reiciendis architecto.,Activo,1956-07-03,En linea,Vespertina
628,30f9c15c-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Director de producción de piscicultura y pesca,Praesentium laboriosam nulla commodi excepturi debitis. Corporis labore aut quaerat distinctio quibusdam. Magni cum consectetur sed.,Activo,1972-08-25,En linea,Intensiva
629,30f9c22e-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Auxiliar de maestro,Dolorem hic sequi non deleniti quaerat totam. Doloribus illum aliquid atque.,Activo,1958-02-03,En linea,Intensiva
630,30f9c2e2-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Mayordomo doméstico,Quia nulla unde delectus cum similique. Laudantium voluptatibus cum sequi iure.,Inactivo,1976-05-31,Distancia,En linea
631,30f9c396-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Asistente farmacéutico,Temporibus optio molestias earum cum. Similique autem aut tempora pariatur voluptas repellat. Autem voluptatum laborum nam culpa quos.,Activo,1975-06-07,Presencial,Matutina
632,30f9c44a-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Técnico en ciencias biológicas,Iste doloribus alias impedit a. Odit doloribus ullam est nemo. Facilis cumque fugit repudiandae nostrum omnis.,Inactivo,1979-01-04,Distancia,En linea
633,30f9c508-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Profesional de nivel medio de servicios estadísticos o matemáticos,Ducimus non quas quia repellendus. Explicabo sapiente reiciendis laboriosam. Praesentium nulla deserunt ea deleniti possimus.,Inactivo,1968-08-22,Presencial,En linea
634,30f9c5b2-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Grabador de piedra,Sit amet facere veritatis optio eum. Modi esse velit iusto cupiditate occaecati adipisci. Possimus sapiente enim provident.,Activo,1970-10-12,Distancia,Matutina
635,30f9c666-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Empleado de biblioteca,Porro quos cupiditate dolores. Neque nam dolore eveniet dolorem. Incidunt vitae iste est necessitatibus.,Activo,1943-11-30,En linea,Intensiva
636,30f9c706-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Oficial de cubierta,Temporibus non quo molestiae ab. Culpa animi consequuntur suscipit animi. Ea quidem accusantium impedit fugit suscipit.,Inactivo,1947-05-14,En linea,Intensiva
637,30f9c8d2-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Conductor de taxis,Optio ipsum quisquam mollitia assumenda dignissimos dolorem. Expedita eum nihil provident possimus. Pariatur quos asperiores vero laborum. Dolor magnam nisi repellat.,Activo,1955-08-24,Distancia,En linea
638,30f9c986-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Afinador de instrumentos musicales,Ipsa laborum itaque ratione nulla. Quaerat similique ipsum in. Facilis iure vel dolor. Perferendis harum corporis nisi ducimus.,Activo,1979-02-19,Distancia,Intensiva
639,30f9ca30-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Optometrista,Corrupti dolorum dolorum saepe eaque. Quam ratione ea. Vel quidem enim architecto.,Activo,1949-07-30,Distancia,Intensiva
640,30f9cada-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Curador de museos,Ipsa molestias porro qui assumenda. Asperiores explicabo cum esse. Qui odio laborum consequatur rem ipsum.,Activo,1975-06-25,Distancia,Vespertina
641,30f9cb84-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Profesional de la publicidad y la comercialización,Excepturi repudiandae quisquam vitae. Distinctio eum quod ea facilis excepturi. Consectetur laudantium nesciunt ipsum id similique.,Inactivo,1958-07-24,En linea,Intensiva
642,30f9cc38-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Administrador de sistemas,Aliquam quia hic.,Inactivo,1955-09-30,Presencial,Intensiva
643,30f9ccec-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Impresor,Magnam ratione magnam libero. Quae tempore aspernatur eos ipsam reprehenderit debitis.,Activo,1965-11-16,Presencial,Vespertina
644,30f9cda0-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Psicólogo,Culpa nulla iusto aliquam.,Inactivo,1975-08-02,En linea,Intensiva
645,30f9ce40-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Director financiero,Optio esse amet maxime neque. Esse nobis omnis fugiat iste. Odit repudiandae facere ducimus voluptatum cumque ratione.,Inactivo,1947-02-01,En linea,Matutina
646,30f9ceea-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Peón de carga,Id a ipsam atque corrupti. Id voluptatum perspiciatis maiores beatae maxime porro. Excepturi tempore beatae assumenda corrupti harum.,Activo,1965-02-12,En linea,Vespertina
647,30f9cf94-74f4-11ed-9ec6-0242ac1c000c,"Ingeniería en Empleado de servicios estadísticos, financieros y de seguros",Iusto aliquid sint dolorum dignissimos debitis minima tempore. Nobis sint a. Error officia labore in distinctio odit.,Activo,1955-10-08,En linea,En linea
648,30f9d03e-74f4-11ed-9ec6-0242ac1c000c,"Tecnología en Operador de incineradores, instalaciones de tratamiento de agua",Inventore libero enim voluptatem. Error optio eligendi quae. Sunt molestiae molestiae laborum cumque distinctio.,Inactivo,1974-01-02,En linea,Matutina
649,30f9d0f2-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Pulidor de vidrio,Quos fugiat quibusdam alias pariatur culpa et. Blanditiis omnis dolorem hic fuga recusandae.,Inactivo,1970-11-14,Presencial,Matutina
650,30f9d19c-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Operario en cemento armado y enfoscador,Ducimus incidunt odit expedita aperiam. Architecto culpa possimus sapiente nemo doloremque expedita adipisci.,Inactivo,1958-04-07,En linea,En linea
651,30f9d250-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Artista plástico,Deleniti esse expedita laborum impedit cum repudiandae. Voluptatum delectus voluptatum praesentium quos.,Activo,1954-11-16,Distancia,Intensiva
652,30f9d304-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Maestro de enseñanza primaria,Vel culpa quidem temporibus maxime.,Activo,1970-02-26,En linea,Matutina
653,30f9d3c2-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Operador de instalaciones de tratamiento de agua,Natus fuga commodi sint. Possimus adipisci neque sed dignissimos sed dolor. Nemo sit totam optio delectus quibusdam ipsum.,Inactivo,1947-04-09,Presencial,Matutina
654,30f9d46c-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Maestro preescolar,Cum consequuntur harum. Sequi cupiditate molestias ipsam sint dignissimos cumque nostrum.,Activo,1955-01-25,Presencial,En linea
655,30f9d520-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Biólogo,Expedita cum in suscipit neque. Id repellendus et minus velit cum ratione. Provident saepe fuga dolores rerum.,Inactivo,1946-04-04,Presencial,En linea
656,30f9d5d4-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Técnico de laboratorio médico,Soluta molestiae nostrum. Officia dolores quia ratione architecto totam quasi. Nihil quasi consectetur eos modi. Sit quibusdam distinctio consectetur quaerat cumque animi.,Activo,1947-09-24,Distancia,Matutina
657,30f9d67e-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Nutricionista,Impedit deserunt quis suscipit corporis. Aut accusantium alias. In repellat sit quis ab.,Activo,1948-10-29,En linea,Vespertina
658,30f9d71e-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Astrólogo,Cumque ad veritatis non eius id sed harum. Id suscipit quasi rem voluptates. Quasi fugit repudiandae minima maxime enim.,Activo,1944-03-30,Distancia,En linea
659,30f9d7c8-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Peluqueros,Eos ipsa eius dolor doloremque. Quam unde quia reiciendis aliquid tenetur.,Activo,1969-05-05,Presencial,En linea
660,30f9d886-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Chapista,Soluta laboriosam reiciendis ex doloremque labore blanditiis. Laboriosam nostrum deleniti placeat tempore. Minima nemo corrupti minus.,Activo,1949-12-11,Presencial,Vespertina
661,30f9d93a-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Ingeniero químico,Eius alias consectetur molestiae minus. Occaecati eius adipisci dignissimos voluptas.,Inactivo,1953-12-10,En linea,Intensiva
662,30f9d9ee-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Gestor de aduana,Vitae iste consectetur ea ipsam qui suscipit. Rerum ipsam aliquam exercitationem voluptatibus doloremque. Corporis quis odio iusto ipsa ut nemo.,Inactivo,1971-04-14,Presencial,Matutina
663,30f9daa2-74f4-11ed-9ec6-0242ac1c000c,Tecnología en Traductor e intérprete,Assumenda omnis itaque est alias. Quae autem soluta cumque placeat. Nesciunt modi expedita maxime perspiciatis harum autem.,Inactivo,1968-05-31,En linea,Vespertina
664,30f9db4c-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Operador de instalaciones mineras,Eveniet assumenda earum assumenda. Cumque aperiam omnis eveniet natus.,Inactivo,1941-03-14,En linea,Matutina
665,30f9dbf6-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Antropólogo,Nemo nisi reiciendis. Voluptatibus reiciendis harum. Voluptatum tempora iure amet.,Activo,1950-10-29,En linea,Matutina
666,30f9dc96-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Especialista en ciencias políticas,Dolores iure quo velit. Nulla esse incidunt soluta eligendi occaecati.,Activo,1940-10-10,En linea,En linea
667,30f9dd2c-74f4-11ed-9ec6-0242ac1c000c,Ingeniería en Empleado de archivos,Doloribus at perferendis consectetur nemo esse quod.,Activo,1951-06-26,En linea,Intensiva
668,30f9ddcc-74f4-11ed-9ec6-0242ac1c000c,Licenciatura en Cristalero,Provident quidem inventore fuga numquam ex. Placeat error consectetur accusamus expedita rem. Alias natus ipsum aliquid laudantium pariatur in.,Activo,1962-09-01,En linea,Matutina
