,ID_Exa,Fecha_Exa,Estado_Exa,Puntaje_Exa
1442,8c2b608a-74f4-11ed-9ddf-0242ac1c000c,2022-10-22,Inactivo,638
1443,8c2b6148-74f4-11ed-9ddf-0242ac1c000c,2022-03-10,Activo,973
1444,8c2b62a6-74f4-11ed-9ddf-0242ac1c000c,2022-06-17,Inactivo,564
1445,8c2b635a-74f4-11ed-9ddf-0242ac1c000c,2022-10-01,Activo,921
1446,8c2b6404-74f4-11ed-9ddf-0242ac1c000c,2022-03-07,Inactivo,652
1447,8c2b64ae-74f4-11ed-9ddf-0242ac1c000c,2022-10-26,Activo,919
1448,8c2b660c-74f4-11ed-9ddf-0242ac1c000c,2022-06-05,Activo,957
1449,8c2b66c0-74f4-11ed-9ddf-0242ac1c000c,2022-07-31,Inactivo,663
1450,8c2b676a-74f4-11ed-9ddf-0242ac1c000c,2022-01-26,Activo,547
1451,8c2b68f0-74f4-11ed-9ddf-0242ac1c000c,2022-03-28,Activo,969
1452,8c2b69cc-74f4-11ed-9ddf-0242ac1c000c,2022-09-09,Inactivo,916
1453,8c2b6abc-74f4-11ed-9ddf-0242ac1c000c,2022-10-27,Inactivo,916
1454,8c2b6c2e-74f4-11ed-9ddf-0242ac1c000c,2022-02-12,Inactivo,525
1455,8c2b6cec-74f4-11ed-9ddf-0242ac1c000c,2022-09-20,Activo,484
1456,8c2b6d96-74f4-11ed-9ddf-0242ac1c000c,2022-06-21,Inactivo,821
1457,8c2b6e4a-74f4-11ed-9ddf-0242ac1c000c,2022-03-15,Activo,784
1458,8c2b6fd0-74f4-11ed-9ddf-0242ac1c000c,2022-01-07,Inactivo,781
1459,8c2b70b6-74f4-11ed-9ddf-0242ac1c000c,2022-10-23,Inactivo,566
1460,8c2b7174-74f4-11ed-9ddf-0242ac1c000c,2022-06-11,Activo,578
1461,8c2b72c8-74f4-11ed-9ddf-0242ac1c000c,2022-07-14,Inactivo,870
1462,8c2b739a-74f4-11ed-9ddf-0242ac1c000c,2022-04-12,Inactivo,541
1463,8c2b744e-74f4-11ed-9ddf-0242ac1c000c,2022-06-25,Inactivo,638
1464,8c2b7a3e-74f4-11ed-9ddf-0242ac1c000c,2022-03-09,Activo,769
1465,8c2b7b7e-74f4-11ed-9ddf-0242ac1c000c,2022-09-03,Inactivo,793
1466,8c2b7c32-74f4-11ed-9ddf-0242ac1c000c,2022-04-27,Inactivo,973
1467,8c2b7da4-74f4-11ed-9ddf-0242ac1c000c,2022-03-04,Inactivo,716
1468,8c2b7e62-74f4-11ed-9ddf-0242ac1c000c,2022-06-30,Inactivo,973
1469,8c2b7f16-74f4-11ed-9ddf-0242ac1c000c,2022-03-27,Activo,720
1470,8c2b8074-74f4-11ed-9ddf-0242ac1c000c,2022-07-25,Activo,974
1471,8c2b815a-74f4-11ed-9ddf-0242ac1c000c,2022-11-17,Activo,620
1472,8c2b820e-74f4-11ed-9ddf-0242ac1c000c,2022-05-15,Inactivo,900
1473,8c2b82c2-74f4-11ed-9ddf-0242ac1c000c,2022-09-03,Activo,946
1474,8c2b842a-74f4-11ed-9ddf-0242ac1c000c,2022-05-01,Inactivo,543
1475,8c2b84e8-74f4-11ed-9ddf-0242ac1c000c,2022-10-13,Inactivo,751
1476,8c2b859c-74f4-11ed-9ddf-0242ac1c000c,2022-05-11,Activo,559
1477,8c2b86fa-74f4-11ed-9ddf-0242ac1c000c,2022-04-09,Inactivo,794
1478,8c2b87c2-74f4-11ed-9ddf-0242ac1c000c,2022-06-21,Inactivo,812
1479,8c2b8876-74f4-11ed-9ddf-0242ac1c000c,2022-10-15,Inactivo,705
1480,8c2b892a-74f4-11ed-9ddf-0242ac1c000c,2022-11-26,Inactivo,558
1481,8c2b8aa6-74f4-11ed-9ddf-0242ac1c000c,2022-10-12,Activo,651
1482,8c2b8b78-74f4-11ed-9ddf-0242ac1c000c,2022-11-12,Inactivo,757
1483,8c2b8c36-74f4-11ed-9ddf-0242ac1c000c,2022-11-23,Inactivo,470
1484,8c2b8d80-74f4-11ed-9ddf-0242ac1c000c,2022-11-15,Activo,570
1485,8c2b8f10-74f4-11ed-9ddf-0242ac1c000c,2022-05-28,Activo,975
1486,8c2b90fa-74f4-11ed-9ddf-0242ac1c000c,2022-04-28,Inactivo,730
1487,8c2b91e0-74f4-11ed-9ddf-0242ac1c000c,2022-08-30,Activo,404
1488,8c2b9294-74f4-11ed-9ddf-0242ac1c000c,2022-07-08,Activo,450
1489,8c2b933e-74f4-11ed-9ddf-0242ac1c000c,2022-11-11,Inactivo,494
1490,8c2b94ec-74f4-11ed-9ddf-0242ac1c000c,2022-10-14,Inactivo,751
1491,8c2b95d2-74f4-11ed-9ddf-0242ac1c000c,2022-03-10,Inactivo,896
1492,8c2b97d0-74f4-11ed-9ddf-0242ac1c000c,2022-06-28,Activo,554
1493,8c2b98b6-74f4-11ed-9ddf-0242ac1c000c,2022-06-08,Inactivo,750
1494,8c2b9974-74f4-11ed-9ddf-0242ac1c000c,2022-03-30,Activo,410
1495,8c2b9ab4-74f4-11ed-9ddf-0242ac1c000c,2022-06-12,Inactivo,645
1496,8c2b9b7c-74f4-11ed-9ddf-0242ac1c000c,2022-02-18,Activo,817
1497,8c2b9d3e-74f4-11ed-9ddf-0242ac1c000c,2022-11-09,Inactivo,890
1498,8c2b9e42-74f4-11ed-9ddf-0242ac1c000c,2022-11-09,Activo,840
1499,8c2b9eec-74f4-11ed-9ddf-0242ac1c000c,2022-06-13,Activo,517
1500,8c2ba054-74f4-11ed-9ddf-0242ac1c000c,2022-05-12,Activo,570
1501,8c2ba126-74f4-11ed-9ddf-0242ac1c000c,2022-03-25,Activo,597
1502,8c2ba1e4-74f4-11ed-9ddf-0242ac1c000c,2022-08-20,Inactivo,758
1503,8c2ba298-74f4-11ed-9ddf-0242ac1c000c,2022-09-30,Inactivo,722
1504,8c2ba40a-74f4-11ed-9ddf-0242ac1c000c,2022-10-28,Activo,716
1505,8c2ba4c8-74f4-11ed-9ddf-0242ac1c000c,2022-06-29,Inactivo,805
1506,8c2ba57c-74f4-11ed-9ddf-0242ac1c000c,2022-10-28,Inactivo,504
1507,8c2ba6ee-74f4-11ed-9ddf-0242ac1c000c,2022-01-29,Activo,497
1508,8c2ba7ca-74f4-11ed-9ddf-0242ac1c000c,2022-06-23,Activo,927
1509,8c2ba888-74f4-11ed-9ddf-0242ac1c000c,2022-05-16,Activo,475
1510,8c2ba9dc-74f4-11ed-9ddf-0242ac1c000c,2022-05-01,Inactivo,887
1511,8c2baaae-74f4-11ed-9ddf-0242ac1c000c,2022-01-03,Activo,922
1512,8c2bab6c-74f4-11ed-9ddf-0242ac1c000c,2022-05-25,Activo,446
1513,8c2bac20-74f4-11ed-9ddf-0242ac1c000c,2022-04-01,Activo,704
1514,8c2bad6a-74f4-11ed-9ddf-0242ac1c000c,2022-07-15,Inactivo,835
1515,8c2bae28-74f4-11ed-9ddf-0242ac1c000c,2022-09-01,Activo,693
1516,8c2baedc-74f4-11ed-9ddf-0242ac1c000c,2022-03-01,Activo,579
1517,8c2bafae-74f4-11ed-9ddf-0242ac1c000c,2022-05-23,Activo,532
1518,8c2bb170-74f4-11ed-9ddf-0242ac1c000c,2022-01-17,Inactivo,892
1519,8c2bb238-74f4-11ed-9ddf-0242ac1c000c,2022-08-18,Inactivo,825
1520,8c2bb2ec-74f4-11ed-9ddf-0242ac1c000c,2022-05-27,Inactivo,873
1521,8c2bb468-74f4-11ed-9ddf-0242ac1c000c,2022-06-20,Inactivo,645
1522,8c2bb51c-74f4-11ed-9ddf-0242ac1c000c,2022-04-20,Activo,823
1523,8c2bb5d0-74f4-11ed-9ddf-0242ac1c000c,2022-06-06,Inactivo,863
1524,8c2bb738-74f4-11ed-9ddf-0242ac1c000c,2022-08-28,Inactivo,637
1525,8c2bb814-74f4-11ed-9ddf-0242ac1c000c,2022-07-27,Inactivo,652
1526,8c2bb8d2-74f4-11ed-9ddf-0242ac1c000c,2022-08-27,Inactivo,988
1527,8c2bb97c-74f4-11ed-9ddf-0242ac1c000c,2022-06-05,Inactivo,850
1528,8c2bbae4-74f4-11ed-9ddf-0242ac1c000c,2022-03-01,Activo,636
1529,8c2bbb98-74f4-11ed-9ddf-0242ac1c000c,2022-06-21,Inactivo,802
1530,8c2bbc42-74f4-11ed-9ddf-0242ac1c000c,2022-01-07,Activo,411
1531,8c2bbd96-74f4-11ed-9ddf-0242ac1c000c,2022-04-22,Activo,456
1532,8c2bbe5e-74f4-11ed-9ddf-0242ac1c000c,2022-09-08,Activo,541
1533,8c2bbf1c-74f4-11ed-9ddf-0242ac1c000c,2022-02-25,Inactivo,659
1534,8c2bbfd0-74f4-11ed-9ddf-0242ac1c000c,2022-08-12,Activo,789
1535,8c2bc138-74f4-11ed-9ddf-0242ac1c000c,2022-05-24,Inactivo,889
1536,8c2bc200-74f4-11ed-9ddf-0242ac1c000c,2022-01-07,Inactivo,661
1537,8c2bc2d2-74f4-11ed-9ddf-0242ac1c000c,2022-06-10,Inactivo,926
1538,8c2bc886-74f4-11ed-9ddf-0242ac1c000c,2022-07-11,Inactivo,406
1539,8c2bc94e-74f4-11ed-9ddf-0242ac1c000c,2022-06-07,Activo,424
1540,8c2bca02-74f4-11ed-9ddf-0242ac1c000c,2022-04-01,Inactivo,458
1541,8c2bcab6-74f4-11ed-9ddf-0242ac1c000c,2022-02-13,Inactivo,834
1542,8c2bcc1e-74f4-11ed-9ddf-0242ac1c000c,2022-01-06,Inactivo,667
1543,8c2bccd2-74f4-11ed-9ddf-0242ac1c000c,2022-03-30,Activo,581
1544,8c2bcd86-74f4-11ed-9ddf-0242ac1c000c,2022-04-21,Activo,734
1545,8c2bce30-74f4-11ed-9ddf-0242ac1c000c,2022-03-09,Inactivo,429
1546,8c2bcee4-74f4-11ed-9ddf-0242ac1c000c,2022-07-17,Activo,771
1547,8c2bcf8e-74f4-11ed-9ddf-0242ac1c000c,2022-10-20,Inactivo,981
1548,8c2bd042-74f4-11ed-9ddf-0242ac1c000c,2022-11-23,Inactivo,703
1549,8c2bd18c-74f4-11ed-9ddf-0242ac1c000c,2022-06-14,Inactivo,989
1550,8c2bd24a-74f4-11ed-9ddf-0242ac1c000c,2022-09-28,Activo,563
1551,8c2bd2f4-74f4-11ed-9ddf-0242ac1c000c,2022-11-11,Activo,999
1552,8c2bd3a8-74f4-11ed-9ddf-0242ac1c000c,2022-06-06,Inactivo,544
1553,8c2bd452-74f4-11ed-9ddf-0242ac1c000c,2022-03-03,Inactivo,755
1554,8c2bd542-74f4-11ed-9ddf-0242ac1c000c,2022-09-15,Activo,845
1555,8c2bd5ec-74f4-11ed-9ddf-0242ac1c000c,2022-02-27,Activo,674
1556,8c2bd6a0-74f4-11ed-9ddf-0242ac1c000c,2022-08-28,Inactivo,766
1557,8c2bd754-74f4-11ed-9ddf-0242ac1c000c,2022-01-30,Inactivo,809
1558,8c2bd808-74f4-11ed-9ddf-0242ac1c000c,2022-06-02,Inactivo,536
1559,8c2bd8b2-74f4-11ed-9ddf-0242ac1c000c,2022-09-19,Inactivo,438
1560,8c2bda38-74f4-11ed-9ddf-0242ac1c000c,2022-01-23,Inactivo,680
1561,8c2bdb0a-74f4-11ed-9ddf-0242ac1c000c,2022-04-02,Inactivo,993
1562,8c2bdbbe-74f4-11ed-9ddf-0242ac1c000c,2022-01-13,Activo,737
1563,8c2bdc72-74f4-11ed-9ddf-0242ac1c000c,2022-03-17,Inactivo,767
1564,8c2bdd26-74f4-11ed-9ddf-0242ac1c000c,2022-08-23,Activo,453
1565,8c2bddd0-74f4-11ed-9ddf-0242ac1c000c,2022-01-06,Activo,984
1566,8c2bde84-74f4-11ed-9ddf-0242ac1c000c,2022-05-20,Activo,569
1567,8c2bdf38-74f4-11ed-9ddf-0242ac1c000c,2022-01-03,Inactivo,487
1568,8c2bdfec-74f4-11ed-9ddf-0242ac1c000c,2022-05-03,Activo,743
1569,8c2be0a0-74f4-11ed-9ddf-0242ac1c000c,2022-11-25,Inactivo,471
1570,8c2be14a-74f4-11ed-9ddf-0242ac1c000c,2022-10-06,Inactivo,755
1571,8c2be1f4-74f4-11ed-9ddf-0242ac1c000c,2022-06-05,Activo,871
1572,8c2be2a8-74f4-11ed-9ddf-0242ac1c000c,2022-10-31,Inactivo,493
1573,8c2be352-74f4-11ed-9ddf-0242ac1c000c,2022-07-27,Activo,623
1574,8c2be42e-74f4-11ed-9ddf-0242ac1c000c,2022-01-14,Inactivo,657
1575,8c2be4d8-74f4-11ed-9ddf-0242ac1c000c,2022-09-06,Activo,790
1576,8c2be596-74f4-11ed-9ddf-0242ac1c000c,2022-10-21,Inactivo,729
1577,8c2be64a-74f4-11ed-9ddf-0242ac1c000c,2022-09-01,Activo,600
1578,8c2be6fe-74f4-11ed-9ddf-0242ac1c000c,2022-06-15,Activo,747
1579,8c2be7a8-74f4-11ed-9ddf-0242ac1c000c,2022-05-17,Inactivo,454
1580,8c2be852-74f4-11ed-9ddf-0242ac1c000c,2022-02-17,Activo,895
1581,8c2be9ba-74f4-11ed-9ddf-0242ac1c000c,2022-09-14,Activo,760
1582,8c2beadc-74f4-11ed-9ddf-0242ac1c000c,2022-09-20,Inactivo,458
1583,8c2bebe0-74f4-11ed-9ddf-0242ac1c000c,2022-05-30,Inactivo,565
1584,8c2bec8a-74f4-11ed-9ddf-0242ac1c000c,2022-05-31,Inactivo,975
1585,8c2bed3e-74f4-11ed-9ddf-0242ac1c000c,2022-06-30,Activo,792
1586,8c2bede8-74f4-11ed-9ddf-0242ac1c000c,2022-07-21,Activo,559
1587,8c2bee9c-74f4-11ed-9ddf-0242ac1c000c,2022-06-04,Inactivo,481
1588,8c2bef50-74f4-11ed-9ddf-0242ac1c000c,2022-02-12,Inactivo,769
1589,8c2bf004-74f4-11ed-9ddf-0242ac1c000c,2022-03-17,Activo,500
1590,8c2bf0ae-74f4-11ed-9ddf-0242ac1c000c,2022-03-21,Activo,431
1591,8c2bf158-74f4-11ed-9ddf-0242ac1c000c,2022-02-13,Inactivo,628
1592,8c2bf216-74f4-11ed-9ddf-0242ac1c000c,2022-01-02,Inactivo,455
1593,8c2bf2c0-74f4-11ed-9ddf-0242ac1c000c,2022-08-07,Activo,999
1594,8c2bf374-74f4-11ed-9ddf-0242ac1c000c,2022-10-09,Inactivo,666
1595,8c2bf41e-74f4-11ed-9ddf-0242ac1c000c,2022-08-29,Activo,983
1596,8c2bf4d2-74f4-11ed-9ddf-0242ac1c000c,2022-07-11,Activo,555
1597,8c2bf57c-74f4-11ed-9ddf-0242ac1c000c,2022-09-08,Inactivo,997
1598,8c2bf630-74f4-11ed-9ddf-0242ac1c000c,2022-08-21,Inactivo,613
1599,8c2bf6da-74f4-11ed-9ddf-0242ac1c000c,2022-01-18,Inactivo,849
1600,8c2bf78e-74f4-11ed-9ddf-0242ac1c000c,2022-03-10,Activo,980
1601,8c2bf838-74f4-11ed-9ddf-0242ac1c000c,2022-02-09,Activo,839
1602,8c2bf8f6-74f4-11ed-9ddf-0242ac1c000c,2022-07-25,Inactivo,545
1603,8c2bf9a0-74f4-11ed-9ddf-0242ac1c000c,2022-11-25,Activo,998
1604,8c2bfa4a-74f4-11ed-9ddf-0242ac1c000c,2022-06-30,Activo,945
1605,8c2bfafe-74f4-11ed-9ddf-0242ac1c000c,2022-11-23,Activo,478
1606,8c2bfbb2-74f4-11ed-9ddf-0242ac1c000c,2022-09-25,Activo,743
1607,8c2bfc5c-74f4-11ed-9ddf-0242ac1c000c,2022-08-22,Activo,653
1608,8c2bfd10-74f4-11ed-9ddf-0242ac1c000c,2022-08-22,Activo,430
1609,8c2bfdc4-74f4-11ed-9ddf-0242ac1c000c,2022-02-07,Inactivo,892
1610,8c2bfe78-74f4-11ed-9ddf-0242ac1c000c,2022-11-28,Inactivo,976
1611,8c2bff2c-74f4-11ed-9ddf-0242ac1c000c,2022-09-17,Activo,680
1612,8c2bffd6-74f4-11ed-9ddf-0242ac1c000c,2022-10-31,Activo,875
1613,8c2c008a-74f4-11ed-9ddf-0242ac1c000c,2022-03-04,Activo,872
1614,8c2c013e-74f4-11ed-9ddf-0242ac1c000c,2022-10-09,Inactivo,638
1615,8c2c01f2-74f4-11ed-9ddf-0242ac1c000c,2022-06-21,Inactivo,740
1616,8c2c02a6-74f4-11ed-9ddf-0242ac1c000c,2022-03-29,Inactivo,471
1617,8c2c0382-74f4-11ed-9ddf-0242ac1c000c,2022-02-07,Activo,881
1618,8c2c053a-74f4-11ed-9ddf-0242ac1c000c,2022-08-12,Inactivo,513
1619,8c2c0634-74f4-11ed-9ddf-0242ac1c000c,2022-10-27,Activo,613
1620,8c2c06f2-74f4-11ed-9ddf-0242ac1c000c,2022-08-22,Inactivo,876
1621,8c2c07a6-74f4-11ed-9ddf-0242ac1c000c,2022-11-20,Inactivo,754
1622,8c2c085a-74f4-11ed-9ddf-0242ac1c000c,2022-03-23,Activo,515
1623,8c2c090e-74f4-11ed-9ddf-0242ac1c000c,2022-04-12,Inactivo,995
1624,8c2c09b8-74f4-11ed-9ddf-0242ac1c000c,2022-04-13,Inactivo,880
1625,8c2c0a6c-74f4-11ed-9ddf-0242ac1c000c,2022-02-24,Activo,426
1626,8c2c0b16-74f4-11ed-9ddf-0242ac1c000c,2022-10-27,Activo,541
1627,8c2c0bca-74f4-11ed-9ddf-0242ac1c000c,2022-06-13,Activo,946
1628,8c2c0c74-74f4-11ed-9ddf-0242ac1c000c,2022-07-31,Inactivo,907
1629,8c2c0d28-74f4-11ed-9ddf-0242ac1c000c,2022-03-04,Inactivo,596
1630,8c2c0de6-74f4-11ed-9ddf-0242ac1c000c,2022-08-29,Activo,996
1631,8c2c0e9a-74f4-11ed-9ddf-0242ac1c000c,2022-10-06,Activo,573
1632,8c2c0f44-74f4-11ed-9ddf-0242ac1c000c,2022-10-25,Activo,592
1633,8c2c0ff8-74f4-11ed-9ddf-0242ac1c000c,2022-08-07,Inactivo,467
1634,8c2c10ac-74f4-11ed-9ddf-0242ac1c000c,2022-03-12,Inactivo,523
1635,8c2c1520-74f4-11ed-9ddf-0242ac1c000c,2022-09-26,Activo,746
1636,8c2c1610-74f4-11ed-9ddf-0242ac1c000c,2022-08-08,Activo,887
1637,8c2c16c4-74f4-11ed-9ddf-0242ac1c000c,2022-03-06,Activo,672
1638,8c2c1778-74f4-11ed-9ddf-0242ac1c000c,2022-01-30,Inactivo,742
1639,8c2c1822-74f4-11ed-9ddf-0242ac1c000c,2022-10-06,Activo,777
1640,8c2c18cc-74f4-11ed-9ddf-0242ac1c000c,2022-07-21,Activo,729
1641,8c2c1980-74f4-11ed-9ddf-0242ac1c000c,2022-01-08,Activo,761
1642,8c2c1a2a-74f4-11ed-9ddf-0242ac1c000c,2022-09-10,Activo,883
1643,8c2c1ade-74f4-11ed-9ddf-0242ac1c000c,2022-07-20,Activo,566
1644,8c2c1b88-74f4-11ed-9ddf-0242ac1c000c,2022-11-12,Inactivo,594
1645,8c2c1c32-74f4-11ed-9ddf-0242ac1c000c,2022-02-02,Inactivo,579
1646,8c2c1cdc-74f4-11ed-9ddf-0242ac1c000c,2022-08-14,Inactivo,916
1647,8c2c1d86-74f4-11ed-9ddf-0242ac1c000c,2022-08-23,Activo,466
1648,8c2c1e3a-74f4-11ed-9ddf-0242ac1c000c,2022-01-25,Activo,569
1649,8c2c1ee4-74f4-11ed-9ddf-0242ac1c000c,2022-01-20,Inactivo,533
1650,8c2c1f8e-74f4-11ed-9ddf-0242ac1c000c,2022-01-14,Inactivo,403
1651,8c2c2038-74f4-11ed-9ddf-0242ac1c000c,2022-04-17,Activo,711
1652,8c2c20e2-74f4-11ed-9ddf-0242ac1c000c,2022-03-21,Activo,745
1653,8c2c218c-74f4-11ed-9ddf-0242ac1c000c,2022-07-24,Inactivo,543
1654,8c2c2240-74f4-11ed-9ddf-0242ac1c000c,2022-09-15,Inactivo,897
1655,8c2c22ea-74f4-11ed-9ddf-0242ac1c000c,2022-11-10,Inactivo,466
1656,8c2c2394-74f4-11ed-9ddf-0242ac1c000c,2022-03-12,Inactivo,471
1657,8c2c243e-74f4-11ed-9ddf-0242ac1c000c,2022-04-22,Activo,888
1658,8c2c2524-74f4-11ed-9ddf-0242ac1c000c,2022-10-29,Inactivo,895
1659,8c2c25ce-74f4-11ed-9ddf-0242ac1c000c,2022-04-11,Inactivo,963
1660,8c2c268c-74f4-11ed-9ddf-0242ac1c000c,2022-04-08,Activo,693
1661,8c2c274a-74f4-11ed-9ddf-0242ac1c000c,2022-04-08,Activo,983
1662,8c2c27f4-74f4-11ed-9ddf-0242ac1c000c,2022-07-19,Activo,593
1663,8c2c28a8-74f4-11ed-9ddf-0242ac1c000c,2022-01-31,Activo,508
1664,8c2c295c-74f4-11ed-9ddf-0242ac1c000c,2022-05-10,Inactivo,593
1665,8c2c2a10-74f4-11ed-9ddf-0242ac1c000c,2022-08-29,Inactivo,638
1666,8c2c2ac4-74f4-11ed-9ddf-0242ac1c000c,2022-11-15,Activo,966
1667,8c2c2b82-74f4-11ed-9ddf-0242ac1c000c,2022-10-24,Activo,794
1668,8c2c2c36-74f4-11ed-9ddf-0242ac1c000c,2022-01-10,Inactivo,604
1669,8c2c2ce0-74f4-11ed-9ddf-0242ac1c000c,2022-09-28,Inactivo,922
1670,8c2c2d94-74f4-11ed-9ddf-0242ac1c000c,2022-09-04,Inactivo,647
1671,8c2c2e48-74f4-11ed-9ddf-0242ac1c000c,2022-06-12,Activo,776
1672,8c2c2efc-74f4-11ed-9ddf-0242ac1c000c,2022-10-25,Inactivo,488
1673,8c2c2fa6-74f4-11ed-9ddf-0242ac1c000c,2022-03-14,Activo,597
1674,8c2c3064-74f4-11ed-9ddf-0242ac1c000c,2022-06-20,Inactivo,953
1675,8c2c310e-74f4-11ed-9ddf-0242ac1c000c,2022-01-14,Activo,596
1676,8c2c31c2-74f4-11ed-9ddf-0242ac1c000c,2022-05-01,Inactivo,984
1677,8c2c32c6-74f4-11ed-9ddf-0242ac1c000c,2022-06-24,Activo,579
1678,8c2c33ac-74f4-11ed-9ddf-0242ac1c000c,2022-08-11,Activo,936
1679,8c2c346a-74f4-11ed-9ddf-0242ac1c000c,2022-06-12,Inactivo,687
1680,8c2c353c-74f4-11ed-9ddf-0242ac1c000c,2022-08-29,Activo,761
1681,8c2c35f0-74f4-11ed-9ddf-0242ac1c000c,2022-08-06,Activo,579
1682,8c2c36a4-74f4-11ed-9ddf-0242ac1c000c,2022-02-08,Activo,760
1683,8c2c374e-74f4-11ed-9ddf-0242ac1c000c,2022-08-26,Inactivo,790
1684,8c2c37f8-74f4-11ed-9ddf-0242ac1c000c,2022-09-14,Inactivo,738
1685,8c2c3a0a-74f4-11ed-9ddf-0242ac1c000c,2022-08-26,Activo,656
1686,8c2c3ac8-74f4-11ed-9ddf-0242ac1c000c,2022-09-24,Activo,522
1687,8c2c3b7c-74f4-11ed-9ddf-0242ac1c000c,2022-07-16,Activo,997
1688,8c2c3c30-74f4-11ed-9ddf-0242ac1c000c,2022-05-13,Activo,996
1689,8c2c3cee-74f4-11ed-9ddf-0242ac1c000c,2022-07-30,Activo,840
1690,8c2c3da2-74f4-11ed-9ddf-0242ac1c000c,2022-08-22,Activo,435
1691,8c2c3e4c-74f4-11ed-9ddf-0242ac1c000c,2022-10-19,Inactivo,871
1692,8c2c3f00-74f4-11ed-9ddf-0242ac1c000c,2022-01-05,Activo,690
1693,8c2c3faa-74f4-11ed-9ddf-0242ac1c000c,2022-03-27,Inactivo,844
1694,8c2c405e-74f4-11ed-9ddf-0242ac1c000c,2022-04-18,Inactivo,985
1695,8c2c4112-74f4-11ed-9ddf-0242ac1c000c,2022-09-12,Inactivo,688
1696,8c2c41c6-74f4-11ed-9ddf-0242ac1c000c,2022-11-26,Activo,549
1697,8c2c4284-74f4-11ed-9ddf-0242ac1c000c,2022-10-15,Inactivo,521
1698,8c2c4338-74f4-11ed-9ddf-0242ac1c000c,2022-04-17,Inactivo,917
1699,8c2c43e2-74f4-11ed-9ddf-0242ac1c000c,2022-04-17,Activo,614
1700,8c2c4496-74f4-11ed-9ddf-0242ac1c000c,2022-08-16,Activo,687
1701,8c2c454a-74f4-11ed-9ddf-0242ac1c000c,2022-08-09,Activo,720
1702,8c2c45fe-74f4-11ed-9ddf-0242ac1c000c,2022-05-27,Inactivo,686
1703,8c2c46b2-74f4-11ed-9ddf-0242ac1c000c,2022-08-08,Activo,676
1704,8c2c4766-74f4-11ed-9ddf-0242ac1c000c,2022-05-31,Inactivo,636
1705,8c2c482e-74f4-11ed-9ddf-0242ac1c000c,2022-07-12,Inactivo,546
1706,8c2c48e2-74f4-11ed-9ddf-0242ac1c000c,2022-09-01,Activo,586
1707,8c2c4996-74f4-11ed-9ddf-0242ac1c000c,2022-05-18,Activo,631
1708,8c2c4a4a-74f4-11ed-9ddf-0242ac1c000c,2022-09-06,Activo,465
1709,8c2c4afe-74f4-11ed-9ddf-0242ac1c000c,2022-03-31,Activo,950
1710,8c2c4bb2-74f4-11ed-9ddf-0242ac1c000c,2022-07-12,Inactivo,707
1711,8c2c4c70-74f4-11ed-9ddf-0242ac1c000c,2022-11-05,Inactivo,983
1712,8c2c4d1a-74f4-11ed-9ddf-0242ac1c000c,2022-10-11,Activo,716
1713,8c2c4dc4-74f4-11ed-9ddf-0242ac1c000c,2022-07-02,Inactivo,802
1714,8c2c4e78-74f4-11ed-9ddf-0242ac1c000c,2022-03-22,Activo,478
1715,8c2c4f36-74f4-11ed-9ddf-0242ac1c000c,2022-10-31,Inactivo,515
1716,8c2c4fea-74f4-11ed-9ddf-0242ac1c000c,2022-05-05,Activo,622
1717,8c2c509e-74f4-11ed-9ddf-0242ac1c000c,2022-05-26,Inactivo,641
1718,8c2c5152-74f4-11ed-9ddf-0242ac1c000c,2022-02-24,Activo,647
1719,8c2c5206-74f4-11ed-9ddf-0242ac1c000c,2022-02-23,Inactivo,412
1720,8c2c52ba-74f4-11ed-9ddf-0242ac1c000c,2022-03-24,Inactivo,427
1721,8c2c5364-74f4-11ed-9ddf-0242ac1c000c,2022-07-26,Activo,758
1722,8c2c5418-74f4-11ed-9ddf-0242ac1c000c,2022-08-01,Activo,755
1723,8c2c54c2-74f4-11ed-9ddf-0242ac1c000c,2022-01-30,Inactivo,681
1724,8c2c5576-74f4-11ed-9ddf-0242ac1c000c,2022-09-20,Inactivo,456
1725,8c2c5634-74f4-11ed-9ddf-0242ac1c000c,2022-03-15,Activo,518
1726,8c2c56e8-74f4-11ed-9ddf-0242ac1c000c,2022-03-16,Activo,600
1727,8c2c579c-74f4-11ed-9ddf-0242ac1c000c,2022-04-30,Inactivo,976
1728,8c2c5846-74f4-11ed-9ddf-0242ac1c000c,2022-10-06,Activo,919
1729,8c2c58fa-74f4-11ed-9ddf-0242ac1c000c,2022-05-09,Activo,557
1730,8c2c59ae-74f4-11ed-9ddf-0242ac1c000c,2022-08-22,Inactivo,807
1731,8c2c5a58-74f4-11ed-9ddf-0242ac1c000c,2022-02-14,Inactivo,653
1732,8c2c5b0c-74f4-11ed-9ddf-0242ac1c000c,2022-01-04,Inactivo,819
1733,8c2c5bca-74f4-11ed-9ddf-0242ac1c000c,2022-04-29,Inactivo,561
1734,8c2c5c7e-74f4-11ed-9ddf-0242ac1c000c,2022-04-29,Inactivo,814
1735,8c2c5d28-74f4-11ed-9ddf-0242ac1c000c,2022-05-20,Activo,520
1736,8c2c5ddc-74f4-11ed-9ddf-0242ac1c000c,2022-03-14,Inactivo,677
1737,8c2c5e86-74f4-11ed-9ddf-0242ac1c000c,2022-04-25,Activo,477
1738,8c2c63ae-74f4-11ed-9ddf-0242ac1c000c,2022-05-22,Inactivo,968
