,Id_Can,Nombre_Can,Estado_Can,Id_Pro
919,8c055cfc-74f7-11ed-884d-0242ac1c000c, CENTINELA DEL CONDOR,Inactivo,5d69f4f2-74f7-11ed-8d69-0242ac1c000c
920,8c055d56-74f7-11ed-884d-0242ac1c000c,PALANDA,Inactivo,5d69f57e-74f7-11ed-8d69-0242ac1c000c
925,8c055db0-74f7-11ed-884d-0242ac1c000c,PAQUISHA ,Inactivo,5d69f60a-74f7-11ed-8d69-0242ac1c000c
928,8c055e1e-74f7-11ed-884d-0242ac1c000c, SAN CRISTOBAL,Inactivo,5d69f68c-74f7-11ed-8d69-0242ac1c000c
931,8c055e82-74f7-11ed-884d-0242ac1c000c, ISABELA,Activo,5d69f718-74f7-11ed-8d69-0242ac1c000c
933,8c055edc-74f7-11ed-884d-0242ac1c000c, SANTA CRUZ,Inactivo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c
936,8c055f36-74f7-11ed-884d-0242ac1c000c, LAGO AGRIO,Activo,5d69f826-74f7-11ed-8d69-0242ac1c000c
943,8c055f9a-74f7-11ed-884d-0242ac1c000c, GONZALO PIZARRO,Activo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c
947,8c055ffe-74f7-11ed-884d-0242ac1c000c, PUTUMAYO,Activo,5d69f92a-74f7-11ed-8d69-0242ac1c000c
952,8c056058-74f7-11ed-884d-0242ac1c000c,SHUSHUFINDI,Activo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c
958,8c0560bc-74f7-11ed-884d-0242ac1c000c, SUCUMBIOS,Inactivo,5d69fa42-74f7-11ed-8d69-0242ac1c000c
963,8c056116-74f7-11ed-884d-0242ac1c000c,CASCALES,Activo,5d69face-74f7-11ed-8d69-0242ac1c000c
966,8c05617a-74f7-11ed-884d-0242ac1c000c,CUYABENO,Activo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c
969,8c0561d4-74f7-11ed-884d-0242ac1c000c,ORELLANA,Inactivo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c
981,8c056238-74f7-11ed-884d-0242ac1c000c,AGUARICO,Inactivo,5d69fc72-74f7-11ed-8d69-0242ac1c000c
987,8c056666-74f7-11ed-884d-0242ac1c000c, LA JOYA DE LOS SACHAS,Inactivo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c
996,8c0566d4-74f7-11ed-884d-0242ac1c000c, LORETO,Inactivo,5d69fde4-74f7-11ed-8d69-0242ac1c000c
1002,8c056738-74f7-11ed-884d-0242ac1c000c,SANTO DOMINGO,Inactivo,5d69eeee-74f7-11ed-8d69-0242ac1c000c
1010,8c056792-74f7-11ed-884d-0242ac1c000c, SANTA ELENA,Inactivo,5d69f132-74f7-11ed-8d69-0242ac1c000c
1017,8c0567f6-74f7-11ed-884d-0242ac1c000c, LA LIBERTAD,Activo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c
1018,8c05685a-74f7-11ed-884d-0242ac1c000c,SALINAS,Inactivo,5d69f29a-74f7-11ed-8d69-0242ac1c000c
