,ID_Parametros,Accion_Afir_Socioeco_Para,Accion_Afir_Terri_Para,Accion_Afir_Rural_Para,Accion_Afir_Vulnera_Para,Accion_Afir_Pueblos_Nacion_Para,Cupos_Oferta_Car_Para,Fecha_Cupos_Oferta_Car_Para,Puntaje_Refer_Car_Para
1138,0aae3d68-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Verdadero,0,2022-05-28,720
1139,0aae3df4-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Verdadero,48,2022-05-16,851
1140,0aae3e80-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Falso,27,2022-08-17,801
1141,0aae3f02-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Falso,30,2022-06-27,912
1142,0aae3fac-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Verdadero,28,2022-07-27,851
1143,0aae402e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Verdadero,14,2022-11-05,936
1144,0aae40ba-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Verdadero,19,2022-11-24,749
1145,0aae413c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Verdadero,7,2022-09-30,873
1146,0aae41be-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Verdadero,31,2022-06-16,776
1147,0aae424a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Falso,14,2022-08-19,775
1148,0aae42cc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,4,Verdadero,29,2022-05-16,868
1149,0aae434e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Verdadero,43,2022-09-18,909
1150,0aae43da-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Verdadero,30,2022-06-23,893
1151,0aae445c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Verdadero,17,2022-11-30,923
1152,0aae44de-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Falso,16,2022-11-09,754
1153,0aae457e-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Verdadero,9,2022-07-12,815
1154,0aae460a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Falso,22,2022-11-07,757
1155,0aae468c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Verdadero,15,2022-09-06,872
1156,0aae4722-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Verdadero,27,2022-08-18,927
1157,0aae47a4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,1,Falso,45,2022-11-23,814
1158,0aae4830-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Falso,12,2022-06-01,815
1159,0aae48b2-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Falso,36,2022-11-17,754
1160,0aae4934-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Falso,12,2022-11-03,721
1161,0aae49ca-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Falso,43,2022-10-30,889
1162,0aae4a4c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Verdadero,6,2022-07-12,809
1163,0aae4ad8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,6,Verdadero,44,2022-07-15,788
1164,0aae4b5a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,1,Falso,33,2022-06-10,787
1165,0aae4be6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,20,2022-05-06,936
1166,0aae4c68-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,3,Verdadero,23,2022-10-18,966
1167,0aae4cf4-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,0,Verdadero,44,2022-08-04,738
1168,0aae4d80-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Falso,6,2022-09-30,745
1169,0aae4e0c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Falso,14,2022-05-18,831
1170,0aae4e8e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Falso,31,2022-05-26,931
1171,0aae4f1a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,0,Verdadero,49,2022-11-21,899
1172,0aae4f9c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Verdadero,30,2022-07-28,754
1173,0aae5032-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Verdadero,43,2022-05-06,941
1174,0aae50b4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Verdadero,44,2022-08-25,701
1175,0aae5140-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Falso,14,2022-08-07,885
1176,0aae5244-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Falso,5,2022-05-06,935
1177,0aae530c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Falso,27,2022-10-12,794
1178,0aae53a2-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Verdadero,37,2022-06-08,897
1179,0aae5424-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Falso,12,2022-07-06,862
1180,0aae54b0-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Falso,28,2022-08-16,975
1181,0aae5532-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Falso,27,2022-05-19,871
1182,0aae55be-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Falso,32,2022-05-18,867
1183,0aae564a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,5,Verdadero,0,2022-11-08,981
1184,0aae56d6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,0,Verdadero,21,2022-06-21,889
1185,0aae5762-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Falso,22,2022-08-12,908
1186,0aae57e4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Falso,26,2022-10-21,859
1187,0aae5866-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,1,Verdadero,16,2022-10-16,852
1188,0aae591a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,0,Falso,32,2022-08-04,962
1189,0aae59a6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Verdadero,50,2022-10-22,838
1190,0aae5a46-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Falso,26,2022-09-01,986
1191,0aae5ac8-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Verdadero,45,2022-05-03,800
1192,0aae5bf4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Falso,42,2022-07-03,713
1193,0aae5c80-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Falso,31,2022-08-18,979
1194,0aae5d0c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Verdadero,42,2022-08-06,769
1195,0aae5d8e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Falso,20,2022-06-13,996
1196,0aae5e10-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,3,Verdadero,42,2022-07-27,851
1197,0aae5e92-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Verdadero,34,2022-10-29,938
1198,0aae5f28-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Verdadero,44,2022-05-20,710
1199,0aae5faa-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Verdadero,38,2022-06-28,848
1200,0aae602c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Verdadero,20,2022-05-29,720
1201,0aae60b8-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,3,Falso,23,2022-08-15,862
1202,0aae613a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Falso,12,2022-06-07,805
1203,0aae61c6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Verdadero,8,2022-11-04,875
1204,0aae6252-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,5,Falso,31,2022-08-02,703
1205,0aae62fc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,5,Verdadero,3,2022-06-28,953
1206,0aae637e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Falso,8,2022-08-07,809
1207,0aae6400-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Verdadero,41,2022-07-13,950
1208,0aae648c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Verdadero,23,2022-09-28,936
1209,0aae6518-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,4,Verdadero,5,2022-09-01,958
1210,0aae65a4-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Falso,15,2022-10-31,915
1211,0aae6626-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Falso,12,2022-11-13,991
1212,0aae66b2-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Falso,47,2022-08-04,929
1213,0aae6734-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Falso,4,2022-07-12,959
1214,0aae67c0-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Falso,46,2022-09-26,746
1215,0aae684c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Falso,27,2022-09-04,934
1216,0aae68ce-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Falso,2,2022-07-03,828
1217,0aae695a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Falso,42,2022-05-12,835
1218,0aae69dc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Verdadero,9,2022-10-05,933
1219,0aae6a5e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,17,2022-10-12,786
1220,0aae6aea-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Verdadero,25,2022-09-20,888
1221,0aae6b80-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,5,Falso,25,2022-06-09,861
1222,0aae6c2a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,5,Falso,24,2022-09-19,855
1223,0aae6cac-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Verdadero,41,2022-07-18,930
1224,0aae6d2e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Falso,47,2022-10-02,777
1225,0aae6dba-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Falso,6,2022-07-09,819
1226,0aae6e3c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Falso,13,2022-11-20,826
1227,0aae6ec8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Verdadero,5,2022-08-10,830
1228,0aae6f4a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Verdadero,38,2022-05-29,737
1229,0aae6fcc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Falso,25,2022-10-18,967
1230,0aae704e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Verdadero,25,2022-05-14,789
1231,0aae70d0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Verdadero,18,2022-08-03,877
1232,0aae7166-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Verdadero,42,2022-10-07,718
1233,0aae71e8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,1,Falso,49,2022-05-27,932
1234,0aae726a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Verdadero,26,2022-08-30,795
1235,0aae72ec-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Falso,9,2022-11-08,912
1236,0aae7378-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,3,Falso,24,2022-05-19,938
1237,0aae7422-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Falso,37,2022-09-06,830
1238,0aae74ae-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,46,2022-05-22,728
1239,0aae7562-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Verdadero,48,2022-06-12,970
1240,0aae75e4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Verdadero,8,2022-05-04,782
1241,0aae7670-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Falso,31,2022-06-05,949
1242,0aae76fc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Verdadero,43,2022-10-24,921
1243,0aae7788-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Verdadero,2,2022-08-30,859
1244,0aae780a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Verdadero,21,2022-06-20,964
1245,0aae788c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Falso,37,2022-06-07,942
1246,0aae7918-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,4,Verdadero,28,2022-08-31,785
1247,0aae79a4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Verdadero,8,2022-05-02,702
1248,0aae7a80-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,47,2022-11-03,715
1249,0aae7b0c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,5,Falso,16,2022-05-19,832
1250,0aae7b8e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Falso,11,2022-08-09,727
1251,0aae7c1a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Falso,48,2022-08-26,710
1252,0aae7c9c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Falso,1,2022-06-24,818
1253,0aae7d46-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Verdadero,50,2022-07-05,742
1254,0aae7dd2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,4,Falso,45,2022-06-01,749
1255,0aae7e54-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Verdadero,2,2022-06-16,719
1256,0aae7f12-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Verdadero,19,2022-06-13,860
1257,0aae7f94-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Falso,44,2022-10-01,822
1258,0aae8020-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Falso,45,2022-06-30,703
1259,0aae80ac-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,0,Verdadero,2,2022-07-19,895
1260,0aae812e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Verdadero,26,2022-10-13,941
1261,0aae81ba-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,1,Verdadero,23,2022-07-22,802
1262,0aae8714-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,6,Verdadero,26,2022-06-30,766
1263,0aae87c8-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Falso,45,2022-05-17,765
1264,0aae884a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,4,Verdadero,21,2022-10-28,819
1265,0aae88d6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Verdadero,6,2022-11-10,938
1266,0aae8958-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Falso,31,2022-07-11,760
1267,0aae89ee-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Falso,3,2022-11-26,701
1268,0aae8a7a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,4,Falso,2,2022-08-07,844
1269,0aae8afc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Verdadero,30,2022-07-05,889
1270,0aae8b7e-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Falso,16,2022-08-01,701
1271,0aae8c0a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Verdadero,45,2022-08-30,892
1272,0aae8c8c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Falso,27,2022-08-03,701
1273,0aae8d22-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Falso,28,2022-08-14,753
1274,0aae8da4-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Verdadero,45,2022-09-27,786
1275,0aae8e26-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Verdadero,41,2022-11-26,752
1276,0aae8ea8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,4,Falso,21,2022-05-22,873
1277,0aae8f34-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Verdadero,43,2022-08-27,855
1278,0aae8fc0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Verdadero,7,2022-06-30,796
1279,0aae9042-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Verdadero,16,2022-11-27,922
1280,0aae90c4-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Verdadero,44,2022-07-16,739
1281,0aae9150-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Falso,46,2022-07-26,977
1282,0aae91d2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Falso,35,2022-10-06,827
1283,0aae9254-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Verdadero,2,2022-07-13,820
1284,0aae92ea-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Verdadero,3,2022-06-24,955
1285,0aae936c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,6,Falso,18,2022-08-31,969
1286,0aae93f8-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,1,Falso,33,2022-05-29,727
1287,0aae947a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Verdadero,28,2022-06-02,854
1288,0aae9506-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Falso,23,2022-08-14,900
1289,0aae9588-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,5,Verdadero,46,2022-08-05,708
1290,0aae9614-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Verdadero,42,2022-10-31,902
1291,0aae96a0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,5,Verdadero,25,2022-05-19,922
1292,0aae9722-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Verdadero,50,2022-09-12,705
1293,0aae97ae-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,1,Falso,38,2022-07-18,799
1294,0aae9830-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Falso,13,2022-06-12,707
1295,0aae98b2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Falso,46,2022-06-19,756
1296,0aae993e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Verdadero,23,2022-06-06,971
1297,0aae99ca-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Verdadero,45,2022-09-17,772
1298,0aae9a56-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Verdadero,34,2022-10-17,781
1299,0aae9ad8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Falso,26,2022-06-01,829
1300,0aae9b5a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Falso,12,2022-09-02,868
1301,0aae9bf0-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Falso,33,2022-11-17,830
1302,0aae9c7c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Verdadero,1,2022-05-19,974
1303,0aae9cfe-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Falso,13,2022-10-25,831
1304,0aae9d8a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Falso,10,2022-05-25,979
1305,0aae9e0c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Falso,23,2022-07-05,985
1306,0aae9e98-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Verdadero,17,2022-09-23,787
1307,0aae9f24-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Verdadero,29,2022-08-10,891
1308,0aae9fa6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Verdadero,44,2022-10-19,702
1309,0aaea032-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,3,Falso,22,2022-08-07,701
1310,0aaea0b4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Falso,27,2022-09-03,899
1311,0aaea186-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Falso,8,2022-09-26,710
1312,0aaea212-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,1,Verdadero,46,2022-11-22,836
1313,0aaea29e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,0,Verdadero,45,2022-07-02,702
1314,0aaea320-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Verdadero,39,2022-05-28,923
1315,0aaea3ac-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,1,Falso,12,2022-10-02,817
1316,0aaea456-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Verdadero,21,2022-07-07,824
1317,0aaea4e2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,42,2022-06-09,939
1318,0aaea56e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Verdadero,25,2022-08-27,970
1319,0aaea5f0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,1,Verdadero,47,2022-07-07,833
1320,0aaea67c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Falso,11,2022-11-11,1000
1321,0aaea71c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Verdadero,33,2022-10-28,915
1322,0aaea7a8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Verdadero,5,2022-07-09,854
1323,0aaea82a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Falso,8,2022-11-21,968
1324,0aaea8b6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Verdadero,12,2022-11-25,854
1325,0aaeab2c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Verdadero,0,2022-09-16,784
1326,0aaeabb8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Falso,0,2022-11-13,899
1327,0aaeac44-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,6,Verdadero,42,2022-06-08,913
1328,0aaeacc6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Verdadero,1,2022-10-02,960
1329,0aaead48-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Falso,43,2022-09-21,974
1330,0aaeadd4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Falso,10,2022-05-22,827
1331,0aaeae60-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Falso,22,2022-05-04,977
1332,0aaeaeec-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Falso,41,2022-09-22,755
1333,0aaeaf6e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Verdadero,18,2022-05-07,955
1334,0aaeaff0-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,1,Verdadero,12,2022-09-20,904
1335,0aaeb07c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Falso,46,2022-09-08,863
1336,0aaeb0fe-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Verdadero,18,2022-07-08,944
1337,0aaeb180-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Falso,42,2022-06-19,921
1338,0aaeb20c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Verdadero,35,2022-10-02,732
1339,0aaeb28e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,1,Verdadero,0,2022-09-23,950
1340,0aaeb310-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,0,Falso,5,2022-06-07,882
1341,0aaeb392-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Verdadero,7,2022-05-17,902
1342,0aaeb414-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,1,Verdadero,27,2022-08-09,798
1343,0aaeb4a0-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Verdadero,33,2022-06-06,971
1344,0aaeb522-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,4,Falso,33,2022-05-12,790
1345,0aaeb5a4-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Verdadero,5,2022-07-25,877
1346,0aaeb626-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Falso,1,2022-11-26,799
1347,0aaeb6b2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Falso,20,2022-09-20,848
1348,0aaeb73e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Falso,38,2022-06-27,861
1349,0aaeb7c0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Verdadero,7,2022-06-18,865
1350,0aaeb84c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Verdadero,4,2022-08-04,761
1351,0aaeb8ce-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Verdadero,19,2022-09-22,822
1352,0aaeb950-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Falso,5,2022-10-05,972
1353,0aaeb9dc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Falso,42,2022-05-05,989
